Link Id	Count Station Id	Hour	MATSIM volumes	Count volumes	Relative Error	Normalized Relative Error	GEH
414279356_0	LC6B	13	101.7	612	-0.834	0.834	27.014
414279356_0	LC6B	14	300	450	-0.333	0.333	7.746
414279356_0	LC6B	15	10	579	-0.983	0.983	33.157
414279356_0	LC6B	16	144.4	681	-0.788	0.788	26.414
414279356_0	LC6B	17	80	930	-0.914	0.914	37.825
434689238_1	46A	7	683.1	1229	-0.444	0.444	17.655
434689238_1	46A	8	1343.5	1298	0.035	0.034	1.252
434689238_1	46A	9	1325.4	986	0.344	0.256	9.984
434689238_1	46A	16	2.8	803	-0.997	0.997	39.866
434689238_1	46A	17	0.9	724	-0.999	0.999	37.982
434689238_1	46A	18	40.2	951	-0.958	0.958	40.913
45573785_0	SL5A	6	0	423	-1	1	29.086
45573785_0	SL5A	7	450	695	-0.353	0.353	10.239
45573785_0	SL5A	8	621.3	776	-0.199	0.199	5.853
45573785_0	SL5A	9	36.7	780	-0.953	0.953	36.783
45573785_0	SL5A	10	0	709	-1	1	37.656
45573785_0	SL5A	11	0	740	-1	1	38.471
45573785_0	SL5A	12	72.3	669	-0.892	0.892	30.994
45573785_0	SL5A	13	67.7	691	-0.902	0.902	32.002
45573785_0	SL5A	14	300	772	-0.611	0.611	20.387
45573785_0	SL5A	15	10	848	-0.988	0.988	40.459
45573785_0	SL5A	16	90	867	-0.896	0.896	35.521
45573785_0	SL5A	17	0	926	-1	1	43.035
45573785_0	SL5A	18	556.6	877	-0.365	0.365	11.967
45573785_0	SL5A	19	383.4	783	-0.51	0.51	16.547
470854274_0	LC4B	7	0	65	-1	1	11.402
470854274_0	LC4B	8	90	92	-0.022	0.022	0.21
470854274_0	LC4B	9	0	112	-1	1	14.967
470854274_0	LC4B	10	0	158	-1	1	17.776
470854274_0	LC4B	11	0	181	-1	1	19.026
470854274_0	LC4B	12	0	103	-1	1	14.353
470854274_0	LC4B	13	0	69	-1	1	11.747
470854274_0	LC4B	14	0	143	-1	1	16.912
470854274_0	LC4B	15	0	121	-1	1	15.556
470854274_0	LC4B	16	0	199	-1	1	19.95
470854274_0	LC4B	17	0	178	-1	1	18.868
470854274_0_r	LC4A	7	0	162	-1	1	18
470854274_0_r	LC4A	8	20	155	-0.871	0.871	14.432
470854274_0_r	LC4A	9	10	199	-0.95	0.95	18.489
470854274_0_r	LC4A	10	0	140	-1	1	16.733
470854274_0_r	LC4A	11	0	159	-1	1	17.833
470854274_0_r	LC4A	12	0	84	-1	1	12.961
470854274_0_r	LC4A	13	0	112	-1	1	14.967
470854274_0_r	LC4A	14	0	108	-1	1	14.697
470854274_0_r	LC4A	15	0	139	-1	1	16.673
470854274_0_r	LC4A	16	0	110	-1	1	14.832
470854274_0_r	LC4A	17	10	131	-0.924	0.924	14.411
472820227_1	36A	7	1269.6	990	0.282	0.22	8.318
472820227_1	36A	8	1488.8	732	1.034	0.508	22.711
472820227_1	36A	9	717.2	496	0.446	0.308	8.981
472820227_1	36A	16	20	368	-0.946	0.946	24.985
472820227_1	36A	17	275.5	493	-0.441	0.441	11.096
472820227_1	36A	18	9.2	610	-0.985	0.985	34.145
472820227_1_r	36B	7	15.7	390	-0.96	0.96	26.28
472820227_1_r	36B	8	232.7	358	-0.35	0.35	7.291
472820227_1_r	36B	9	50.4	426	-0.882	0.882	24.336
472820227_1_r	36B	16	0	637	-1	1	35.693
472820227_1_r	36B	17	187.5	813	-0.769	0.769	27.966
472820227_1_r	36B	18	814.9	932	-0.126	0.126	3.962
562609007_0	SL3B	6	30	169	-0.822	0.822	13.935
562609007_0	SL3B	7	90	227	-0.604	0.604	10.882
562609007_0	SL3B	8	160	197	-0.188	0.188	2.769
562609007_0	SL3B	9	376.3	189	0.991	0.498	11.141
562609007_0	SL3B	10	129.8	191	-0.32	0.32	4.832
562609007_0	SL3B	11	339.1	198	0.713	0.416	8.61
562609007_0	SL3B	12	348.1	231	0.507	0.336	6.882
562609007_0	SL3B	13	224.6	220	0.021	0.02	0.309
562609007_0	SL3B	14	184.8	232	-0.203	0.203	3.27
562609007_0	SL3B	15	200	259	-0.228	0.228	3.895
562609007_0	SL3B	16	186.4	222	-0.16	0.16	2.491
562609007_0	SL3B	17	430.6	286	0.506	0.336	7.639
562609007_0	SL3B	18	497.4	334	0.489	0.329	8.014
562609007_0	SL3B	19	1112.5	238	3.674	0.786	33.653
562609010_0	SL3A	6	90	217	-0.585	0.585	10.251
562609010_0	SL3A	7	670	397	0.688	0.407	11.819
562609010_0	SL3A	8	1175.5	275	3.275	0.766	33.438
562609010_0	SL3A	9	1254.3	204	5.149	0.837	38.896
562609010_0	SL3A	10	832.6	183	3.55	0.78	28.827
562609010_0	SL3A	11	0	199	-1	1	19.95
562609010_0	SL3A	12	0	260	-1	1	22.804
562609010_0	SL3A	13	197.2	262	-0.247	0.247	4.277
562609010_0	SL3A	14	100	240	-0.583	0.583	10.738
562609010_0	SL3A	15	204.2	194	0.053	0.05	0.723
562609010_0	SL3A	16	200	266	-0.248	0.248	4.324
562609010_0	SL3A	17	30	315	-0.905	0.905	21.7
562609010_0	SL3A	18	70	296	-0.764	0.764	16.706
562609010_0	SL3A	19	330	236	0.398	0.285	5.588
569338042_1	107A	7	468.9	1107	-0.576	0.576	22.732
569338042_1	107A	8	2502.5	1383	0.809	0.447	25.399
569338042_1	107A	9	2132.4	1024	1.082	0.52	27.901
569338042_1	107A	16	268.9	838	-0.679	0.679	24.191
569338042_1	107A	17	416.1	1454	-0.714	0.714	33.942
569338042_1	107A	18	709.9	1174	-0.395	0.395	15.122
569338045_0	107B	7	217.8	914	-0.762	0.762	29.266
569338045_0	107B	8	590.3	1084	-0.455	0.455	17.063
569338045_0	107B	9	404.4	697	-0.42	0.42	12.469
569338045_0	107B	16	647.8	934	-0.306	0.306	10.177
569338045_0	107B	17	370.3	1289	-0.713	0.713	31.895
569338045_0	107B	18	1257	1633	-0.23	0.23	9.891
573531413_1	46B	7	134.8	417	-0.677	0.677	16.99
573531413_1	46B	8	458.6	563	-0.185	0.185	4.619
573531413_1	46B	9	121.9	572	-0.787	0.787	24.164
573531413_1	46B	16	2.9	765	-0.996	0.996	38.893
573531413_1	46B	17	101.3	1008	-0.9	0.9	38.499
573531413_1	46B	18	18.4	1018	-0.982	0.982	43.911
575650868_2	LC1A	7	0	1046	-1	1	45.738
575650868_2	LC1A	8	40	1087	-0.963	0.963	44.106
575650868_2	LC1A	9	0	955	-1	1	43.704
575650868_2	LC1A	10	0	690	-1	1	37.148
575650868_2	LC1A	11	0	778	-1	1	39.446
575650868_2	LC1A	12	50.3	899	-0.944	0.944	38.955
575650868_2	LC1A	13	109.7	800	-0.863	0.863	32.367
575650868_2	LC1A	14	0	665	-1	1	36.469
575650868_2	LC1A	15	139.8	765	-0.817	0.817	29.394
575650868_2	LC1A	16	120.2	882	-0.864	0.864	34.031
575650868_2	LC1A	17	461.8	1086	-0.575	0.575	22.438
627942651_1	39B	7	0	154	-1	1	17.55
627942651_1	39B	8	330.7	217	0.524	0.344	6.871
627942651_1	39B	9	79.7	277	-0.712	0.712	14.774
627942651_1	39B	16	0	241	-1	1	21.954
627942651_1	39B	17	0	506	-1	1	31.812
627942651_1	39B	18	102.5	507	-0.798	0.798	23.171
627942651_1_r	39A	7	264.9	787	-0.663	0.663	22.766
627942651_1_r	39A	8	868.9	728	0.194	0.162	4.986
627942651_1_r	39A	9	1192.2	571	1.088	0.521	20.922
627942651_1_r	39A	16	0	295	-1	1	24.29
627942651_1_r	39A	17	0	355	-1	1	26.646
627942651_1_r	39A	18	58.4	389	-0.85	0.85	22.104
655429848_0	LC5B	7	0	20	-1	1	6.325
655429848_0	LC5B	8	0	27	-1	1	7.348
655429848_0	LC5B	9	0	11	-1	1	4.69
655429848_0	LC5B	10	0	20	-1	1	6.325
655429848_0	LC5B	11	0	26	-1	1	7.211
655429848_0	LC5B	12	0	24	-1	1	6.928
655429848_0	LC5B	13	0	43	-1	1	9.274
655429848_0	LC5B	14	0	16	-1	1	5.657
655429848_0	LC5B	15	0	20	-1	1	6.325
655429848_0	LC5B	16	0	26	-1	1	7.211
655429848_0	LC5B	17	0	36	-1	1	8.485
655429848_0_r	LC5A	7	33.8	16	1.112	0.527	3.567
655429848_0_r	LC5A	8	4.4	16	-0.725	0.725	3.632
655429848_0_r	LC5A	9	15.2	15	0.013	0.013	0.051
655429848_0_r	LC5A	10	0	18	-1	1	6
655429848_0_r	LC5A	11	0	13	-1	1	5.099
655429848_0_r	LC5A	12	0	22	-1	1	6.633
655429848_0_r	LC5A	13	0	25	-1	1	7.071
655429848_0_r	LC5A	14	0	18	-1	1	6
655429848_0_r	LC5A	15	0	13	-1	1	5.099
655429848_0_r	LC5A	16	0	16	-1	1	5.657
655429848_0_r	LC5A	17	0	45	-1	1	9.487
698776325_0	38B	7	118.6	608	-0.805	0.805	25.676
698776325_0	38B	8	358.5	457	-0.216	0.216	4.878
698776325_0	38B	9	323.5	369	-0.123	0.123	2.445
698776325_0	38B	16	0	159	-1	1	17.833
698776325_0	38B	17	0	212	-1	1	20.591
698776325_0	38B	18	112.3	256	-0.561	0.561	10.589
699467575_0	49D	6	5.7	558	-0.99	0.99	32.898
699467575_0	49D	7	119.5	1512	-0.921	0.921	48.755
699467575_0	49D	8	361.7	1296	-0.721	0.721	32.453
699467575_0	49D	9	1256.6	1150	0.093	0.085	3.073
699467575_0	49D	10	1001.3	1316	-0.239	0.239	9.245
699467575_0	49D	11	213.5	1487	-0.856	0.856	43.674
699467575_0	49D	12	125.8	1557	-0.919	0.919	49.34
699467575_0	49D	13	204.7	1676	-0.878	0.878	47.98
699467575_0	49D	14	14.5	1525	-0.99	0.99	54.443
699467575_0	49D	15	93.1	1670	-0.944	0.944	53.111
699467575_0	49D	16	181.6	1816	-0.9	0.9	51.715
699467575_0	49D	17	361.2	1899	-0.81	0.81	45.745
699467575_0	49D	18	1089.9	2188	-0.502	0.502	27.124
699467575_0	49D	19	3049.7	1538	0.983	0.496	31.563
699467575_0	49D	20	1436.7	1212	0.185	0.156	6.174
699467575_0	49D	21	791.2	1121	-0.294	0.294	10.666
699685407_5	43A	7	0	557	-1	1	33.377
699685407_5	43A	8	31.3	630	-0.95	0.95	32.925
699685407_5	43A	9	50.6	666	-0.924	0.924	32.511
699685407_5	43A	16	0	731	-1	1	38.236
699685407_5	43A	17	0	737	-1	1	38.393
699685407_5	43A	18	1.3	694	-0.998	0.998	37.151
780041148_0	40B	6	1324.2	4258	-0.689	0.689	55.532
780041148_0	40B	7	8046.2	4677	0.72	0.419	42.242
780041148_0	40B	8	8155.8	3684	1.214	0.548	58.12
780041148_0	40B	9	5130.2	3653	0.404	0.288	22.291
780041148_0	40B	10	3165.2	3517	-0.1	0.1	6.086
780041148_0	40B	11	1577.7	3494	-0.548	0.548	38.054
780041148_0	40B	12	1241.5	3518	-0.647	0.647	46.666
780041148_0	40B	13	1733.8	3416	-0.492	0.492	33.151
780041148_0	40B	14	2361	4421	-0.466	0.466	35.376
780041148_0	40B	15	2186.5	4282	-0.489	0.489	36.847
780041148_0	40B	16	1091.3	3616	-0.698	0.698	52.04
780041148_0	40B	17	1294.3	4338	-0.702	0.702	57.355
780041148_0	40B	18	1786.5	3898	-0.542	0.542	39.606
780041148_0	40B	19	3504.3	3223	0.087	0.08	4.85
780041148_0	40B	20	1209.1	2052	-0.411	0.411	20.874
780041148_0	40B	21	722.5	2250	-0.679	0.679	39.622
780387724_0	62B	7	1177.5	3867	-0.696	0.696	53.552
780387724_0	62B	8	2702.4	3101	-0.129	0.129	7.4
780387724_0	62B	9	1596.1	2873	-0.444	0.444	27.012
780387724_0	62B	16	2518.5	3268	-0.229	0.229	13.934
780387724_0	62B	17	4360.3	3862	0.129	0.114	7.772
780387724_0	62B	18	7553.4	3307	1.284	0.562	57.625
780387732_0	40A	6	85.5	2100	-0.959	0.959	60.941
780387732_0	40A	7	967.8	4707	-0.794	0.794	70.197
780387732_0	40A	8	2221	3982	-0.442	0.442	31.621
780387732_0	40A	9	1464.7	3708	-0.605	0.605	44.111
780387732_0	40A	10	313.1	3590	-0.913	0.913	74.178
780387732_0	40A	11	456.9	4990	-0.908	0.908	86.863
780387732_0	40A	12	577	4649	-0.876	0.876	79.66
780387732_0	40A	13	1712.7	4875	-0.649	0.649	55.1
780387732_0	40A	14	1771.2	3954	-0.552	0.552	40.798
780387732_0	40A	15	1251.5	4527	-0.724	0.724	60.938
780387732_0	40A	16	1848.1	4517	-0.591	0.591	47.309
780387732_0	40A	17	2452.8	5769	-0.575	0.575	51.722
780387732_0	40A	18	4288.6	5019	-0.146	0.146	10.707
780387732_0	40A	19	5901.3	5356	0.102	0.092	7.268
780387732_0	40A	20	4673.1	3672	0.273	0.214	15.498
780387732_0	40A	21	2473.9	2939	-0.158	0.158	8.94
822368641_8	33A	7	693.8	641	0.082	0.076	2.044
822368641_8	33A	8	1465.3	544	1.694	0.629	29.067
822368641_8	33A	9	1169.8	440	1.659	0.624	25.724
822368641_8	33A	16	0	420	-1	1	28.983
822368641_8	33A	17	0	628	-1	1	35.44
822368641_8	33A	18	410	608	-0.326	0.326	8.776
822368641_8_r	33B	7	110	403	-0.727	0.727	18.295
822368641_8_r	33B	8	80	362	-0.779	0.779	18.969
822368641_8_r	33B	9	213.5	395	-0.459	0.459	10.405
822368641_8_r	33B	16	80.8	506	-0.84	0.84	24.824
822368641_8_r	33B	17	923.5	713	0.295	0.228	7.359
822368641_8_r	33B	18	1298.7	752	0.727	0.421	17.073
834356151_16	SL2A	6	0	62	-1	1	11.136
834356151_16	SL2A	7	40	120	-0.667	0.667	8.944
834356151_16	SL2A	8	20	111	-0.82	0.82	11.244
834356151_16	SL2A	9	0	128	-1	1	16
834356151_16	SL2A	10	25.9	122	-0.788	0.788	11.175
834356151_16	SL2A	11	21.7	118	-0.816	0.816	11.522
834356151_16	SL2A	12	0.1	117	-0.999	0.999	15.277
834356151_16	SL2A	13	0	141	-1	1	16.793
834356151_16	SL2A	14	13.8	134	-0.897	0.897	13.982
834356151_16	SL2A	15	0	112	-1	1	14.967
834356151_16	SL2A	16	0	127	-1	1	15.937
834356151_16	SL2A	17	0	158	-1	1	17.776
834356151_16	SL2A	18	40	179	-0.777	0.777	13.283
834356151_16	SL2A	19	142.1	106	0.341	0.254	3.241
834356151_16_r	SL2B	6	0	121	-1	1	15.556
834356151_16_r	SL2B	7	138.5	164	-0.155	0.155	2.073
834356151_16_r	SL2B	8	188.3	122	0.543	0.352	5.323
834356151_16_r	SL2B	9	95.1	99	-0.039	0.039	0.396
834356151_16_r	SL2B	10	16.5	108	-0.847	0.847	11.597
834356151_16_r	SL2B	11	0	117	-1	1	15.297
834356151_16_r	SL2B	12	0	141	-1	1	16.793
834356151_16_r	SL2B	13	182.8	124	0.474	0.322	4.747
834356151_16_r	SL2B	14	40	132	-0.697	0.697	9.921
834356151_16_r	SL2B	15	35.8	108	-0.669	0.669	8.515
834356151_16_r	SL2B	16	22.9	133	-0.828	0.828	12.47
834356151_16_r	SL2B	17	17.1	153	-0.888	0.888	14.736
834356151_16_r	SL2B	18	0	138	-1	1	16.613
834356151_16_r	SL2B	19	20	63	-0.683	0.683	6.675
84718573_2	61A	6	0	480	-1	1	30.984
84718573_2	61A	7	568.9	629	-0.096	0.096	2.456
84718573_2	61A	8	1097.7	783	0.402	0.287	10.262
84718573_2	61A	9	937	652	0.437	0.304	10.111
84718573_2	61A	16	9.5	533	-0.982	0.982	31.786
84718573_2	61A	17	130	696	-0.813	0.813	27.851
84718573_2	61A	18	923.3	710	0.3	0.231	7.464
88529171_0	30C	6	401.7	3211	-0.875	0.875	66.099
88529171_0	30C	7	3304.7	3493	-0.054	0.054	3.23
88529171_0	30C	8	4374.7	2761	0.584	0.369	27.016
88529171_0	30C	9	2489.8	2096	0.188	0.158	8.224
88529171_0	30C	10	419.1	1885	-0.778	0.778	43.189
88529171_0	30C	11	455.7	1783	-0.744	0.744	39.672
88529171_0	30C	12	195.8	1794	-0.891	0.891	50.669
88529171_0	30C	13	460	2707	-0.83	0.83	56.467
88529171_0	30C	14	487.6	4278	-0.886	0.886	77.65
88529171_0	30C	15	119	4058	-0.971	0.971	86.192
88529171_0	30C	16	348.1	5592	-0.938	0.938	96.222
88529171_0	30C	17	730.2	6464	-0.887	0.887	95.602
88529171_0	30C	18	1023.8	2417	-0.576	0.576	33.589
88529171_0	30C	19	1536.5	1818	-0.155	0.155	6.874
88529171_0	30C	20	677.4	974	-0.305	0.305	10.322
88529171_0	30C	21	776.6	681	0.14	0.123	3.541
88595092_2	SL1B	6	0	102	-1	1	14.283
88595092_2	SL1B	7	0	162	-1	1	18
88595092_2	SL1B	8	0	118	-1	1	15.362
88595092_2	SL1B	9	0	125	-1	1	15.811
88595092_2	SL1B	10	0	136	-1	1	16.492
88595092_2	SL1B	11	0	125	-1	1	15.811
88595092_2	SL1B	12	0	129	-1	1	16.062
88595092_2	SL1B	13	0	149	-1	1	17.263
88595092_2	SL1B	14	0	154	-1	1	17.55
88595092_2	SL1B	15	90	157	-0.427	0.427	6.029
88595092_2	SL1B	16	151.5	177	-0.144	0.144	1.99
88595092_2	SL1B	17	315.8	166	0.902	0.474	9.651
88595092_2	SL1B	18	4.2	155	-0.973	0.973	16.902
88595092_2	SL1B	19	0	97	-1	1	13.928
88595092_2_r	SL1A	6	230	76	2.026	0.67	12.45
88595092_2_r	SL1A	7	0	137	-1	1	16.553
88595092_2_r	SL1A	8	0	133	-1	1	16.31
88595092_2_r	SL1A	9	230	152	0.513	0.339	5.644
88595092_2_r	SL1A	10	233.2	145	0.608	0.378	6.414
88595092_2_r	SL1A	11	0	163	-1	1	18.055
88595092_2_r	SL1A	12	60	139	-0.568	0.568	7.92
88595092_2_r	SL1A	13	0	146	-1	1	17.088
88595092_2_r	SL1A	14	0	178	-1	1	18.868
88595092_2_r	SL1A	15	0	203	-1	1	20.149
88595092_2_r	SL1A	16	13.4	188	-0.929	0.929	17.399
88595092_2_r	SL1A	17	0	199	-1	1	19.95
88595092_2_r	SL1A	18	70	166	-0.578	0.578	8.838
88595092_2_r	SL1A	19	0	218	-1	1	20.881
887686186_14	41A	7	610.5	1003	-0.391	0.391	13.819
887686186_14	41A	8	932.9	1012	-0.078	0.078	2.537
887686186_14	41A	9	325.6	942	-0.654	0.654	24.484
887686186_14	41A	17	157.4	1369	-0.885	0.885	43.857
887686186_14	41A	18	686.3	1749	-0.608	0.608	30.454
933724289_2	108B	7	491.7	805	-0.389	0.389	12.304
933724289_2	108B	8	1244.8	862	0.444	0.308	11.794
933724289_2	108B	9	386.2	830	-0.535	0.535	17.997
933724289_2	108B	16	593.8	733	-0.19	0.19	5.404
933724289_2	108B	17	704.6	880	-0.199	0.199	6.231
933724289_2	108B	18	1001.3	880	0.138	0.121	3.955
933724289_2_r	108A	7	1331.4	958	0.39	0.28	11.036
933724289_2_r	108A	8	1775.1	964	0.841	0.457	21.917
933724289_2_r	108A	9	1383.1	884	0.565	0.361	14.824
933724289_2_r	108A	16	462.1	615	-0.249	0.249	6.589
933724289_2_r	108A	17	739.4	859	-0.139	0.139	4.231
933724289_2_r	108A	18	795.8	906	-0.122	0.122	3.778
933924203_0	19B	7	242.6	465	-0.478	0.478	11.824
933924203_0	19B	8	436.6	411	0.062	0.059	1.244
933924203_0	19B	9	473.1	158	1.994	0.666	17.738
933924203_0	19B	16	0	70	-1	1	11.832
933924203_0	19B	17	0	101	-1	1	14.213
933924203_0	19B	18	0	141	-1	1	16.793
946462711_1	42A	7	1105.3	568	0.946	0.486	18.576
946462711_1	42A	8	1394.8	525	1.657	0.624	28.074
946462711_1	42A	9	1195.2	497	1.405	0.584	24.003
946462711_1	42A	16	50.5	362	-0.86	0.86	21.69
946462711_1	42A	17	250	512	-0.512	0.512	13.423
946462711_1	42A	18	408.6	530	-0.229	0.229	5.604
955637783_0	47B	7	145.1	1435	-0.899	0.899	45.891
955637783_0	47B	8	1331.4	1276	0.043	0.042	1.534
955637783_0	47B	9	967.2	1242	-0.221	0.221	8.268
955637783_0	47B	16	144.2	1690	-0.915	0.915	51.044
955637783_0	47B	17	524.1	1871	-0.72	0.72	38.921
955637783_0	47B	18	1230.3	1812	-0.321	0.321	14.915
959065640_0	55D	7	0	2395	-1	1	69.21
959065640_0	55D	8	32.9	1842	-0.982	0.982	59.087
959065640_0	55D	9	13.5	1622	-0.992	0.992	56.248
959065640_0	55D	16	0	1397	-1	1	52.858
959065640_0	55D	17	0	1861	-1	1	61.008
959065640_0	55D	18	0	1698	-1	1	58.275
973189134_0	54B	7	527.9	715	-0.262	0.262	7.505
973189134_0	54B	8	1250.7	807	0.55	0.355	13.833
973189134_0	54B	9	964.2	1030	-0.064	0.064	2.084
973189134_0	54B	16	252.9	1570	-0.839	0.839	43.627
973189134_0	54B	17	205.8	1723	-0.881	0.881	48.856
973189134_0	54B	18	201.9	1728	-0.883	0.883	49.128
973189143_0	54A	7	964.2	1192	-0.191	0.191	6.938
973189143_0	54A	8	1735.3	1114	0.558	0.358	16.461
973189143_0	54A	9	1460.5	1363	0.072	0.067	2.595
973189143_0	54A	16	1766	2599	-0.321	0.321	17.831
973189143_0	54A	17	1709	2102	-0.187	0.187	9.003
973189143_0	54A	18	1974.1	1866	0.058	0.055	2.467
974187989_0	44A	7	380.6	1382	-0.725	0.725	33.732
974187989_0	44A	8	1783.2	1851	-0.037	0.037	1.591
974187989_0	44A	9	1307.1	1151	0.136	0.119	4.453
974187989_0	44A	16	726.9	1861	-0.609	0.609	31.528
974187989_0	44A	17	1463.3	2662	-0.45	0.45	26.394
974187989_0	44A	18	2385.8	2525	-0.055	0.055	2.809
974187992_0	38A	7	450.9	1217	-0.629	0.629	26.529
974187992_0	38A	8	1593.9	1354	0.177	0.151	6.249
974187992_0	38A	9	591.7	967	-0.388	0.388	13.443
974187992_0	38A	16	1003.7	1298	-0.227	0.227	8.675
974187992_0	38A	17	1955.6	1782	0.097	0.089	4.016
974187992_0	38A	18	3114.7	1965	0.585	0.369	22.813
974509283_0	62A	7	7555.8	3503	1.157	0.536	54.502
974509283_0	62A	8	6178.8	3027	1.041	0.51	46.456
974509283_0	62A	9	5714.1	2964	0.928	0.481	41.749
974509283_0	62A	16	1692.4	3203	-0.472	0.472	30.533
974509283_0	62A	17	1552.6	3446	-0.549	0.549	37.873
974509283_0	62A	18	1487.3	3530	-0.579	0.579	40.784
974869515_0	102A	6	43.5	1153	-0.962	0.962	45.361
974869515_0	102A	7	122.5	2060	-0.941	0.941	58.652
974869515_0	102A	8	807.2	1816	-0.556	0.556	27.855
974869515_0	102A	9	900.6	1842	-0.511	0.511	25.422
974869515_0	102A	10	615.9	1888	-0.674	0.674	35.952
974869515_0	102A	11	593.1	1922	-0.691	0.691	37.474
974869515_0	102A	12	585.1	2200	-0.734	0.734	43.275
974869515_0	102A	13	226.2	2179	-0.896	0.896	56.312
974869515_0	102A	14	182.5	1852	-0.901	0.901	52.345
974869515_0	102A	15	69.5	1612	-0.957	0.957	53.198
974869515_0	102A	16	153.3	1921	-0.92	0.92	54.889
974869515_0	102A	17	88.7	2977	-0.97	0.97	73.772
974869515_0	102A	18	140.7	2190	-0.936	0.936	60.031
974869515_0	102A	19	166.3	1821	-0.909	0.909	52.493
974869515_0	102A	20	203.8	1357	-0.85	0.85	41.281
974869515_0	102A	21	36.4	935	-0.961	0.961	40.774
982055241_1	61B	6	0	97	-1	1	13.928
982055241_1	61B	7	186.5	419	-0.555	0.555	13.362
982055241_1	61B	8	713.9	466	0.532	0.347	10.206
982055241_1	61B	9	264.8	485	-0.454	0.454	11.373
982055241_1	61B	16	24.1	484	-0.95	0.95	28.854
982055241_1	61B	17	144.2	579	-0.751	0.751	22.865
982055241_1	61B	18	323.9	640	-0.494	0.494	14.399
982374013_2	45A	7	2487.2	2208	0.126	0.112	5.762
982374013_2	45A	8	3492.6	1762	0.982	0.496	33.763
982374013_2	45A	9	2068.7	1533	0.349	0.259	12.624
982374013_2	45A	17	274.1	1693	-0.838	0.838	45.243
982374013_2	45A	18	540.6	2197	-0.754	0.754	44.771
998266947_0	28B	7	424.1	2603	-0.837	0.837	56.007
998266947_0	28B	8	3067.5	2273	0.35	0.259	15.375
998266947_0	28B	9	2852	1760	0.62	0.383	22.74
998266947_0	28B	16	1216.9	1376	-0.116	0.116	4.419
998266947_0	28B	17	608.6	1527	-0.601	0.601	28.105
998266947_0	28B	18	2484.6	1419	0.751	0.429	24.12
