ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
366	-14.006776834378377	-16.806394276615357	-15.48144149541096	-13.490990525182632
367	-13.931774909669343	-16.778206893082277	-15.470104673542778	-13.54875506329612
368	-14.023241209766542	-16.753203809173723	-15.471208141955538	-13.65012206591212
369	-13.964833206476891	-16.746304340218373	-15.429609927123261	-13.498668188935838
370	-14.0491182427403	-16.75196193450721	-15.446683667532415	-13.534454170056215
371	-14.005166356088099	-16.734661776156045	-15.44940518621515	-13.586984024915681
372	-13.973533109366528	-16.78836964034172	-15.430960801553638	-13.45884051599637
373	-14.090072023480777	-16.78197512313746	-15.462638743077173	-13.617136951785511
374	-14.001938947358601	-16.71003521342365	-15.43192485324052	-13.606416716970955
375	-14.176702120678852	-16.698269774196383	-15.470145809820993	-13.715234858227172
376	-14.0070753829728	-16.801998941410037	-15.435571143145436	-13.521444997068697
377	-14.022345935801598	-16.717904254481248	-15.436106919765553	-13.596348870982755
378	-14.06988862934418	-16.670240019946714	-15.440034020322885	-13.692159873318642
379	-14.016086826242107	-16.802694592442638	-15.410351249529363	-13.408306977944138
380	-14.095740750461145	-16.720402417259006	-15.448221129366377	-13.55731988661668
381	-13.930826509364856	-16.731826373760583	-15.429981680270592	-13.484444699613707
382	-13.995203428605993	-16.859601432158154	-15.434646591733994	-13.470039762735375
383	-13.925880335598553	-16.717464283526805	-15.405822825078763	-13.470917408116406
384	-13.98720429472493	-16.719180183372	-15.424419820564337	-13.509777389919151
385	-14.093464847816335	-16.848002414634617	-15.448133936773079	-13.448575474833971
386	-13.941866027137884	-16.844847969869342	-15.427243856241494	-13.345953562023228
387	-14.00320566826726	-16.79231503110129	-15.463393622651765	-13.533498989527464
388	-13.991338897491197	-16.751708966518773	-15.456747753776865	-13.531305083855614
389	-14.079742657672673	-16.79157476181714	-15.476592448360629	-13.623526219783724
390	-13.97238182724819	-16.72498663639616	-15.439302270062655	-13.595603943028161
391	-14.11858216757175	-16.929002978924366	-15.4443527696122	-13.373549119445117
392	-14.165198441860237	-16.693106720733223	-15.492683251970194	-13.679369242276548
393	-14.037552382701685	-16.84228589800781	-15.474844830187775	-13.463345340891687
394	-14.054613811535464	-16.820437302607854	-15.478682814536349	-13.480524133224382
395	-14.059835984181804	-16.783448312817633	-15.496303988083865	-13.598574753068013
396	-14.068729735876836	-16.73204659982674	-15.50006921406237	-13.678256301233935
397	-14.016949533257533	-16.80558642380332	-15.472160175148026	-13.473373380400693
398	-14.020334330681928	-16.763251861281038	-15.476276649562559	-13.511200034119373
399	-14.029979724941011	-16.777528651916366	-15.487485142559262	-13.545905947349885
400	-13.95585518315294	-16.73624524290681	-15.479438897053871	-13.539345773951094
401	-14.138366315844243	-16.74132446217492	-15.522143208183127	-13.666453876975602
402	-14.140126287148577	-16.81844802848556	-15.530508307961716	-13.620636094415193
403	-14.125998880168904	-16.802052527055153	-15.530934765491399	-13.666257906616158
404	-13.897415115963163	-16.87320925522513	-15.474787941917192	-13.393343153722466
405	-14.100962966850693	-16.756998810179986	-15.526224262486286	-13.749830100696764
406	-13.910420505148013	-16.901561791903852	-15.459915054722568	-13.383021246160961
407	-14.02961396463739	-16.797491316938174	-15.490304682510217	-13.63793999282563
408	-14.036266327217556	-16.928984147397692	-15.461371640507707	-13.442411354032265
409	-13.972918755412577	-16.809932132139828	-15.443915318276288	-13.427010992711903
410	-14.03857234718193	-16.834345905181852	-15.480122574428899	-13.509189872531206
411	-13.942635123312135	-16.78217527099008	-15.467483364390839	-13.446428812016832
412	-14.141847676788416	-16.81989558454279	-15.530008664470309	-13.643263234560274
413	-14.091722067661863	-16.914555435990348	-15.524729565277863	-13.554641588584309
414	-13.92417657454241	-16.856068738353297	-15.492072137213801	-13.49475112201729
415	-14.02034913781738	-16.83727190012507	-15.5148745308517	-13.662654807834858
416	-13.957676088990949	-16.91393602967564	-15.478426442218785	-13.495742390837853
417	-14.051736787310334	-16.884987489392273	-15.48861111803663	-13.460958089463471
418	-14.03365215698575	-16.997257858498845	-15.499173478604865	-13.390303425981314
419	-13.98135512628663	-16.866769113671523	-15.495810031232473	-13.46700206906146
420	-14.102167484667303	-16.958565391984372	-15.524924952756832	-13.48259046131716
421	-13.875180550816141	-16.884226223283804	-15.47295635722572	-13.34326986168291
422	-13.934572167834055	-16.896022370366573	-15.497827002571618	-13.465336146032367
423	-14.054194203126185	-16.854725597753404	-15.524421260815117	-13.664123448202933
424	-14.141418422963048	-16.828923956501516	-15.53273183884027	-13.68084116339845
425	-14.040820363419567	-16.92582944017219	-15.510002631164012	-13.503171767144671
426	-14.140952709027198	-16.894978653228787	-15.533670213161082	-13.641510021608608
427	-14.228852414197137	-16.918885834142657	-15.5568494177751	-13.695745190414558
428	-13.9042675389092	-16.92979523722039	-15.489522607674076	-13.375960976526745
429	-14.027043865864783	-16.889396210073215	-15.520398379744616	-13.523376398694225
430	-13.842238283334206	-16.901977047846565	-15.47612360349194	-13.380215239319583
431	-13.985978692597133	-16.832260351871668	-15.49584200983319	-13.525144068833988
432	-13.93420529207401	-16.955211674234185	-15.47205348503502	-13.353677046971159
433	-14.079828591550088	-16.827731249398493	-15.509533222005848	-13.622106921952557
434	-14.011647791395964	-16.906556236494332	-15.485041918190651	-13.386329208331723
435	-13.97546630447086	-16.852676854500654	-15.506018503450932	-13.559004750531003
436	-14.024289913650053	-16.82361097259032	-15.518936526162468	-13.657574998031164
437	-14.070518818403116	-16.931982406410988	-15.511398513162131	-13.454981255959582
438	-14.05262722763122	-16.897918143005697	-15.52937947822851	-13.575595216223023
439	-13.949318587438157	-16.854156649431474	-15.504155134816724	-13.51631669772408
440	-14.020753960962864	-16.75913768667475	-15.514497016700805	-13.67599398090994
441	-14.031598120783627	-16.898604257980818	-15.492517431738033	-13.539552767643388
442	-13.997721582110268	-16.83284069534475	-15.469081940106364	-13.468822953027848
443	-13.965724149846897	-16.886976807257664	-15.476293216275574	-13.46072078160633
444	-14.086682283054063	-16.891333692028876	-15.514501233563113	-13.60793638399634
445	-14.094260780556738	-16.92806015590136	-15.526565601952292	-13.641516101939128
446	-13.884429083225589	-16.94053463163697	-15.461386173153489	-13.362549911200308
447	-13.934168241427894	-16.9162619091362	-15.472854285320135	-13.367755111413759
448	-13.991127048283253	-16.88693684767672	-15.51202835336733	-13.5415950150034
449	-13.969140967428123	-16.944909582425627	-15.499648489103132	-13.497438212469765
450	-13.906385374836372	-16.82883019255826	-15.472269582818852	-13.513084520965615
451	-13.908084214761933	-16.87846228882869	-15.463694351853967	-13.438048826364453
452	-14.160320332799264	-16.994383437004995	-15.514089235408848	-13.580832021031298
453	-14.112089533957594	-16.797670774170278	-15.504618143224025	-13.719071065500914
454	-13.861397797957506	-16.920698581839478	-15.436259532776639	-13.349937293858714
455	-13.903527247753134	-16.728446913029266	-15.44950987834941	-13.632284323245589
456	-13.964317450110018	-16.779922792927415	-15.43154367776846	-13.601455036175253
457	-14.152621737836652	-16.925609870257052	-15.441325448588016	-13.387581887613909
458	-13.88116974182595	-16.883382610255033	-15.421871819855733	-13.298689623194022
459	-13.97103048476372	-16.81820492462997	-15.455867897167744	-13.466136409367587
460	-13.983909608671167	-16.77331747635652	-15.472326777293338	-13.575619384442547
461	-14.070904438203181	-16.796205939476415	-15.490761444362375	-13.616685323219409
462	-14.09429352247921	-16.795902754083368	-15.501846691468495	-13.65384215637346
463	-14.076971492436309	-16.792551114143915	-15.49682283492065	-13.677653626763513
464	-14.02438437748734	-16.807410654138568	-15.465908590544018	-13.54410743812446
465	-14.082432635188473	-16.87498641767927	-15.464098733191248	-13.52662161098084
466	-13.845844619126074	-16.84167937411962	-15.394397747652745	-13.287443221087393
467	-14.057662331696855	-16.745086743129985	-15.444188191691879	-13.60807026062256
468	-13.934515082718184	-16.81864445815045	-15.402648696884379	-13.38437943448507
469	-14.116201630752801	-16.81771900125096	-15.451555928103097	-13.567616619860642
470	-13.990762709639734	-16.819243523792	-15.426421305652166	-13.448385672291604
471	-14.0710109970861	-16.940919464056105	-15.44396570737389	-13.390936961409055
472	-13.998215335555082	-16.77797780898127	-15.440385267665407	-13.517876018126813
473	-13.95412583221723	-16.797555138535223	-15.427440522120666	-13.483190336211125
474	-14.048045195663533	-16.699577154580233	-15.44774910872816	-13.641314947988604
475	-13.914839921086324	-16.80456466584433	-15.397113917613312	-13.314537020025202
476	-14.050650792192116	-16.731313657559383	-15.444384820389411	-13.528776016376906
477	-13.91299051643379	-16.8135702256283	-15.421765620761997	-13.351502147799517
478	-13.910430675484799	-16.724182764231916	-15.436741461291126	-13.477483355641901
479	-14.071821890063624	-16.739307301645628	-15.472890251130401	-13.570295923990997
480	-13.935639309553896	-16.72615447538547	-15.449913615565295	-13.458406975319471
481	-14.032474978783782	-16.76101423409706	-15.483512040365987	-13.518629541656304
482	-13.965812817685904	-16.770763278304177	-15.477960287568443	-13.509316334653995
483	-13.983181653149424	-16.696551730925616	-15.477724866144953	-13.607103444353623
484	-14.043289611820725	-16.679009627918713	-15.49031682457982	-13.690747246353599
485	-14.037280955004947	-16.785682024968725	-15.47953091126165	-13.507099901139421
486	-14.001850454493155	-16.717332637813467	-15.487495773295212	-13.58388021311719
487	-14.03710359745532	-16.789899193371944	-15.492337789690106	-13.555203384862475
488	-14.138200353446146	-16.91572622765811	-15.512765562801949	-13.588266624672514
489	-14.066872916720705	-16.828821837572008	-15.485934429760743	-13.585573541376295
490	-13.927867816242205	-16.79849122507716	-15.445873138718744	-13.419635333280237
491	-13.992050689832597	-16.819874194028205	-15.454470042343349	-13.398762652773174
492	-14.01305090417522	-16.715251874403958	-15.469612383314184	-13.569923995870068
493	-14.116520760609374	-16.70244188691457	-15.491135045667741	-13.708757819129286
494	-13.979532492584967	-16.740052120241753	-15.450055508166619	-13.509406839714938
495	-14.011622682693652	-16.71762541228126	-15.456608714337802	-13.603768558129973
496	-13.925217820179132	-16.686583816697507	-15.416544429061084	-13.513580286606102
497	-14.100902316649071	-16.668224302948964	-15.447217879232904	-13.663047689036494
498	-14.08147957621359	-16.72737574691823	-15.435760205331087	-13.52339131518809
499	-13.985841753934142	-16.783035134685868	-15.442752562268398	-13.536162196092313
500	-14.0227182138697	-16.774183245409013	-15.440628355117186	-13.500469869556758
501	-13.938576612161926	-16.730960757810198	-15.427431798596356	-13.407595076244256
502	-13.899160826924422	-16.878165839916544	-15.432898821552948	-13.278052544552294
503	-13.908984606702678	-16.89369948732739	-15.453678011512938	-13.339251594445855
504	-14.002977502776961	-16.84775150258503	-15.48177367610606	-13.505225803346692
505	-13.940468426024943	-16.880550357383214	-15.462720291680453	-13.475709583300066
506	-13.992693673831315	-16.768135722596767	-15.463336849207295	-13.614033861752954
507	-14.171039517772376	-16.793082508770297	-15.495940945337766	-13.666342834395763
508	-14.095967822366273	-16.800523367715506	-15.499633459969942	-13.684540103933793
509	-13.961811938443713	-16.90768304418944	-15.444450339229473	-13.25223156872461
510	-14.040220576012274	-16.784343892985945	-15.493036263264793	-13.58399202120623
511	-13.93557148543719	-16.88527037785524	-15.460419100985588	-13.381478723217501
512	-13.962376009378072	-16.812734814484163	-15.475785275758087	-13.561759424511479
513	-14.028157550545068	-16.914664138299063	-15.476832895899216	-13.465184597079174
514	-14.000237614060296	-16.79922773243037	-15.479655009054424	-13.566497554744288
515	-13.979111703104536	-16.854714880624307	-15.473262450460297	-13.530946716183688
516	-14.133067832864747	-16.819972966588647	-15.493665511840792	-13.644942849268595
517	-13.978502860816718	-16.98377210134458	-15.437019288644853	-13.272281873616109
518	-13.946465556459133	-16.76762202216917	-15.444620131361058	-13.555782656622727
519	-13.994891844482959	-16.79646579704801	-15.443275026683214	-13.516741555339241
520	-14.056811675983479	-16.735332143512995	-15.46374833884471	-13.583773544875834
521	-13.86300816688913	-16.84240306466132	-15.42537490595132	-13.308995542548626
522	-14.122023153372544	-16.77244376787979	-15.49951370917617	-13.626625176066593
523	-14.056740614856382	-16.813328040383656	-15.492403478036033	-13.57904571620983
524	-14.089630084074097	-16.75120716429128	-15.507374143722828	-13.74369202908002
525	-14.138553887473856	-16.933526438501065	-15.48810805053201	-13.4998360935403
526	-13.993969974540889	-16.86984429542515	-15.454780079043989	-13.404989939021192
527	-13.979571161736239	-16.8237990253973	-15.465430935758087	-13.515482139575827
528	-13.986194085019042	-16.780616453636263	-15.457349271234834	-13.480940963928608
529	-14.048891345808324	-16.78115957148972	-15.475787526354948	-13.52776274463425
530	-13.938610906974779	-16.894293850555037	-15.452772489566977	-13.364602022693536
531	-14.013976448561658	-16.75790701031475	-15.46957674776657	-13.550896586265836
532	-14.00523194929212	-16.764377356674824	-15.47276443312906	-13.615206556257844
533	-13.972344054836258	-16.745300407688415	-15.449348959563343	-13.502702313149557
534	-14.146988114922086	-16.866015240194876	-15.488197914752337	-13.598966125122965
535	-13.963623920631537	-16.78047439699738	-15.433814524771414	-13.488562964226125
536	-14.074999606308927	-16.72812076235963	-15.453487091327098	-13.62634316247103
537	-14.003155341504097	-16.750964016692407	-15.434413539014404	-13.47939863783052
538	-13.940913383725077	-16.814455526101614	-15.443931003560397	-13.424297940560917
539	-14.04659306842281	-16.800727977393365	-15.486691920815336	-13.593107901804359
540	-14.102673989308638	-16.826522750933854	-15.491947097844857	-13.62997419140296
541	-14.0943200090982	-16.730718594437615	-15.483075991005895	-13.661339794230678
542	-14.368527641443695	-16.82057290709779	-15.549737333009368	-13.803919560291007
543	-14.265232649186284	-16.84814167169707	-15.538183990139943	-13.697859745587934
544	-14.086215059971726	-16.891004741782684	-15.524185095753808	-13.64359030384108
545	-13.989844601628507	-16.78075866337692	-15.493690043130835	-13.657398821552817
546	-14.077100382316784	-16.779704294725207	-15.497156233869338	-13.595284725684804
547	-13.962693083295639	-16.88499704732145	-15.480655396183376	-13.481231004435086
548	-13.965018350349107	-16.773527838289358	-15.475088837344249	-13.584440937682722
549	-14.08462695642249	-16.815278864071768	-15.487220022658766	-13.54234587018665
550	-13.984410864106342	-16.9032998259015	-15.481794910238149	-13.359319199845526
551	-13.985270465341564	-16.84850303579084	-15.514574993656849	-13.520520502523553
552	-14.096836740942464	-16.913571603545076	-15.552688434467502	-13.631492611742123
553	-14.03017256764848	-16.93521648600658	-15.533115096497497	-13.534208944646734
554	-14.07623925006285	-16.87772236949161	-15.534599300761656	-13.632850712579227
555	-14.029030012335166	-16.909216752841154	-15.505700023183644	-13.517946357487952
556	-13.988149501762287	-16.88286280762535	-15.482100123137293	-13.39026359763036
557	-13.88845034688457	-16.872087543634056	-15.484337326010165	-13.444701035842922
558	-14.154483828070688	-16.863650560352763	-15.542411532286753	-13.598661605556696
559	-14.061666776024527	-16.90273936379616	-15.54894269616685	-13.58802483311844
560	-14.077589498962887	-16.80977839601751	-15.553579561559696	-13.720753392299002
561	-14.078202453128469	-16.812393616090493	-15.540898269292555	-13.68018225680816
562	-13.923642927131775	-16.78897813268237	-15.499741164929683	-13.52437818779856
563	-13.938708520335751	-16.930120250562076	-15.48525003608785	-13.368637481080478
564	-14.078768383156465	-16.844405068108387	-15.529431257271835	-13.653385300472781
565	-14.00449150503432	-16.902592757845287	-15.49746845664559	-13.48332263807539
566	-14.072458881218703	-16.922433422569835	-15.517759610420912	-13.592804847641176
567	-13.91781423059692	-16.927872453041438	-15.480449369220002	-13.428289065028283
568	-14.067953946965044	-16.95752681469429	-15.516116451448795	-13.38931012309335
569	-13.972702684968375	-16.937673530003607	-15.538595145140148	-13.414810416174062
570	-14.029119205094764	-16.97477583702969	-15.580255957848658	-13.534091952966651
571	-14.030354802585611	-17.054093265268595	-15.57207411004047	-13.423398357872895
572	-13.916583969798946	-16.955168674487904	-15.551170942581988	-13.489682707364977
573	-13.880978758212255	-16.908267324567195	-15.519355442332715	-13.474408939397293
574	-14.02165802734783	-17.0283379482603	-15.51961345612057	-13.419171215978045
575	-14.014677348800506	-16.86281458054457	-15.522033426506345	-13.544525734232286
576	-13.971480451081073	-16.930717960158468	-15.513938900334598	-13.475573497632972
577	-13.99765513591025	-16.839746375860667	-15.520255070951395	-13.581327786671874
578	-13.998153307436612	-16.851890326588077	-15.512280736288202	-13.617890475315232
579	-14.022989444721121	-16.833337270237994	-15.49347907207121	-13.552437403217306
580	-13.981487756226347	-16.932266935251075	-15.476416215015693	-13.457273649859935
581	-14.009930404275897	-16.789717177151882	-15.470103445447263	-13.50958629694719
582	-13.960734254568491	-16.90440285906748	-15.459801169916553	-13.391032803163048
583	-13.836845686464375	-16.715279607709313	-15.435675428466004	-13.507306391782821
584	-14.11761274857129	-16.74070186259314	-15.474666287192502	-13.58687652555002
585	-13.990159400890068	-16.921467918602165	-15.453084331775647	-13.396830223178258
586	-13.956827226756502	-16.839393344881536	-15.446999993438197	-13.445721831447552
587	-14.011699824151078	-16.785392815586665	-15.452843066235925	-13.482265819794266
588	-14.182151255872085	-16.904228388581267	-15.497219073427246	-13.613651019657791
589	-14.059223904883885	-16.83101701180201	-15.468823652922252	-13.497082906834775
590	-13.906604091755462	-16.795872243073234	-15.459538350917963	-13.466386752753046
591	-14.079043572784052	-16.757286510415334	-15.500892547658013	-13.66532728799712
592	-13.899599398090416	-16.811480210493077	-15.45349369985886	-13.386170310490035
593	-14.024259686971845	-16.951463413033785	-15.488388778071917	-13.379006369036212
594	-14.009280355720556	-16.781757718519984	-15.503660576493658	-13.57585833267668
595	-13.942832580946545	-16.90121864692968	-15.484700758072318	-13.444602044565242
596	-13.854920715116233	-16.909366902005964	-15.452460217579326	-13.31366567369125
597	-13.997830218803802	-16.9839957612661	-15.476315496968153	-13.354218130757133
598	-14.039808250876568	-16.968163215313655	-15.494328360803822	-13.377327869784118
599	-14.015938951732938	-16.9400945950675	-15.525299490170516	-13.589583672344013
600	-14.200444629624394	-16.984630193433286	-15.557877549145337	-13.623621296028473
601	-14.072429398177938	-17.088751082648702	-15.55392144781807	-13.487513866652042
602	-14.131244346166913	-17.01161150625962	-15.56223504851116	-13.593590806889864
603	-13.894301221314718	-16.937880633054164	-15.506557133233171	-13.45030968128519
604	-14.055079197395845	-16.878044692615106	-15.53051909726725	-13.637906201061567
605	-13.869667287822265	-16.89272129777865	-15.476232804475575	-13.411857715894923
606	-14.03891829173291	-16.821114275215812	-15.515844708799895	-13.673222771930213
607	-14.062263085832798	-16.999126947674124	-15.499284692877273	-13.493823171744728
608	-13.966439769734388	-16.79080441895655	-15.481780054985073	-13.628954729971651
609	-14.156820599633855	-16.859711840459113	-15.510388109891663	-13.631548143967702
610	-13.924271103994869	-16.81843221525236	-15.474956031337427	-13.55733819322271
611	-14.040952709027232	-16.765079897290637	-15.49784523043964	-13.699848954095264
612	-13.973400610657142	-16.819534920343198	-15.46034364146132	-13.508981019745251
613	-13.972542890387292	-16.858277779235824	-15.454667435456361	-13.418849549005168
614	-14.090400230089882	-16.784332322861022	-15.498605922416294	-13.664245710960822
615	-14.097506889582354	-16.810197501377914	-15.497533548987876	-13.649175371599448
616	-13.987443242959007	-16.819233681530534	-15.465870217754151	-13.515762775254682
617	-13.960414884123216	-16.766038008626133	-15.462962381783317	-13.47889773234252
618	-14.060994724547392	-16.79222914096721	-15.498131737574255	-13.616065610700957
619	-13.950807568479771	-16.815657703647165	-15.4599824403118	-13.393364981671121
620	-14.04203286440358	-16.78416402019177	-15.494018377688729	-13.562075011154
621	-14.066289358109048	-16.75400923422834	-15.510276209941651	-13.743900269458726
622	-13.896754131561993	-16.781419035370845	-15.445428643604693	-13.486140893064297
623	-13.844553139462038	-16.8188297332529	-15.412387278767515	-13.383491356306772
624	-14.143111182558089	-16.698608501089065	-15.47039705978815	-13.69763422657267
625	-14.095704224735442	-16.75383251095773	-15.458739086025348	-13.570112223650627
626	-13.983289152515113	-16.701454051949415	-15.448531204342547	-13.625219744888017
627	-14.010899298355547	-16.734014199102237	-15.43947806378628	-13.532422639825132
628	-13.999022707190143	-16.67766987743085	-15.445423946658938	-13.65270635941276
629	-14.027274393497414	-16.658140774957584	-15.448106506390657	-13.739553533152609
630	-14.008455311758496	-16.7821085404582	-15.417969036245516	-13.34128959869772
631	-13.99822911472079	-16.896504225610865	-15.458261017864421	-13.348060352746025
632	-13.946266349088983	-16.73325124887357	-15.476383405290816	-13.567303920281404
633	-14.045044421405766	-16.724151990761452	-15.492095604445849	-13.670404582556392
634	-13.991666207360442	-16.73564473373406	-15.461081117730597	-13.559238930736182
635	-14.013029426173743	-16.79388091301184	-15.462332650936174	-13.550872964838572
636	-13.8400744074953	-16.76368321478872	-15.407510340935703	-13.355822353743484
637	-13.98399396778677	-16.67506544010209	-15.446840102621612	-13.63231500922932
638	-14.03148585338924	-16.64439787232164	-15.450862852462096	-13.735678919188096
639	-13.90713585820082	-16.756427871534388	-15.390494516766488	-13.416112219276338
640	-14.034331841683386	-16.681670362982548	-15.41386393839153	-13.578162996596214
641	-13.93246924840051	-16.678235873074165	-15.386486962284264	-13.508539867719428
642	-14.168841543966012	-16.654394897771713	-15.436931082298404	-13.673983819321743
643	-14.0197833390194	-16.796737530948505	-15.404087300857977	-13.441019133355516
644	-14.005296820730337	-16.685744206188673	-15.412255578374713	-13.59254166557258
645	-13.97135422954727	-16.756588825315117	-15.380159002825502	-13.378651260246318
646	-14.012301208191861	-16.67180620806093	-15.399495798447749	-13.587251165760705
647	-13.924196062219906	-16.70517403305242	-15.363255628679479	-13.383941147650862
648	-14.087666465446558	-16.590849912075665	-15.407215116838241	-13.613383419507267
649	-14.038927980892382	-16.63264286589132	-15.414355958504693	-13.555966728781714
650	-13.904985542811156	-16.62485496881065	-15.396073023017465	-13.499254722097843
651	-13.986092184806306	-16.657758435911113	-15.40879854093915	-13.511502628976773
652	-13.944673040077115	-16.657582325048057	-15.40722971400557	-13.526637227368791
653	-14.017952831508728	-16.605124384311523	-15.419062789252944	-13.636546744179523
654	-14.146396201324162	-16.734435207299715	-15.441025917954592	-13.574118308355315
655	-14.015481045991267	-16.70560886415915	-15.414700364382082	-13.5230112507978
656	-13.871588869058023	-16.68026563169804	-15.376185286037542	-13.467109240351833
657	-14.029263120827396	-16.598858713244383	-15.388564636317328	-13.536468356035645
658	-13.97684570833597	-16.60666587928544	-15.38302870878265	-13.489445005817323
659	-13.948101230938157	-16.689863958075968	-15.38085441873773	-13.396623688791525
660	-14.028255404494551	-16.578584945276702	-15.411459712343191	-13.643090951243053
661	-14.068305490669003	-16.62402994672027	-15.41431723686134	-13.62519522672136
662	-14.047387470144587	-16.69812841745171	-15.414368109323094	-13.587689212006126
663	-14.131157209346659	-16.661010909599707	-15.432847052351697	-13.708166649168813
664	-14.172063616002607	-16.779571730400665	-15.43101472511615	-13.516913051275372
665	-14.016240868568241	-16.70114609852745	-15.422732107862041	-13.523460385991136
666	-13.866148679386818	-16.731842668171367	-15.388353447634318	-13.3617081572658
667	-14.027128706157614	-16.844962861867106	-15.421722216389334	-13.431398082289592
668	-13.965841666447403	-16.706178993552157	-15.41319519391408	-13.504125569757106
669	-14.007747368834865	-16.7067203179267	-15.43478442713622	-13.572285504316875
670	-13.876648447546884	-16.724722666946544	-15.402083356298332	-13.418277254314788
671	-13.972075207999222	-16.69962649711707	-15.42133571734749	-13.495120819225585
672	-13.815623999369564	-16.734711577998727	-15.383533404634758	-13.34426784511293
673	-14.025714460687244	-16.64883443566645	-15.434680996998926	-13.624244486145992
674	-13.939806282424344	-16.782285176241995	-15.396499855646567	-13.363278938435112
675	-13.980138141605693	-16.70255279826404	-15.415618194622718	-13.508240028695337
676	-13.923910155463501	-16.739811750347638	-15.403475060802915	-13.4521539023469
677	-13.988211595495716	-16.72531877990946	-15.406925607813994	-13.428113916519727
678	-13.930057325703888	-16.668757534797646	-15.397608028660342	-13.444439865969768
679	-14.086111191306795	-16.683665367487922	-15.440738004470298	-13.59634922092983
680	-13.890312065299582	-16.735583667970108	-15.402826219565263	-13.400679772183857
681	-13.984575557946409	-16.781470696307096	-15.428503160459156	-13.471712925294598
682	-14.183663552137357	-16.724734324558398	-15.477573082070792	-13.723045654969324
683	-13.956461422709202	-16.79470105771499	-15.416938107486043	-13.314185695038212
684	-14.08376805508127	-16.885357317830696	-15.471701221752307	-13.363367496915496
685	-13.949836049796874	-16.88673046639199	-15.472784435884831	-13.407738576414726
686	-14.005624458674928	-16.83726413567447	-15.483718830651501	-13.487615504404294
687	-14.02120331487292	-16.771011478263873	-15.491736502978393	-13.65731072237767
688	-13.976600395439554	-16.780640818701123	-15.451148295538577	-13.46806258365853
689	-14.045598934410632	-16.713406209810714	-15.484646714215284	-13.659706525637437
690	-13.993913983009502	-16.731696346552514	-15.470681507702984	-13.653805565032732
691	-13.98583077434486	-16.75708964331641	-15.447019585006247	-13.485285447450558
692	-13.950952468438498	-16.68526633159215	-15.45764851753626	-13.606444931453655
693	-13.939613811535493	-16.711342921882874	-15.441322606361739	-13.538832795289286
694	-13.951748335563797	-16.781556848901463	-15.42297084612776	-13.31900914674107
695	-14.08880512759888	-16.661536858174976	-15.489995592853642	-13.678991321312077
696	-13.9236476514172	-16.72413884587459	-15.450763127389187	-13.51343455552293
697	-14.045053869976645	-16.703291514658435	-15.473853385299956	-13.618720352921075
698	-13.949357475306355	-16.7634010480914	-15.441801816224938	-13.405963929205202
699	-13.938645092429097	-16.795579534220295	-15.438084248663214	-13.408692991434433
700	-14.181078077565381	-16.76817465420849	-15.491136015677311	-13.644649834212029
701	-14.034385864762314	-16.88060763934447	-15.461765321119865	-13.472930609869703
702	-14.016881381065664	-16.7027737460957	-15.456375569757197	-13.587771580797869
703	-14.055872636763143	-16.798576152856832	-15.461516928689267	-13.47861182558585
704	-14.054545243781254	-16.675228734153777	-15.482028431011951	-13.671203511718314
705	-13.99222656010718	-16.825039740864234	-15.446020789042818	-13.386770054153772
706	-13.946564591479914	-16.724573020830515	-15.43926193538198	-13.413550650463534
707	-13.87133747583115	-16.773072294690223	-15.426692106724856	-13.347557850624522
708	-14.12126335266739	-16.69711457704502	-15.49139245251621	-13.650716582241447
709	-14.14102208603419	-16.807982467651712	-15.494831196468553	-13.586384434353745
710	-14.068463491771224	-16.716031381503353	-15.49035454559329	-13.707024115726988
711	-13.940995555671662	-16.73230720103582	-15.448631428090076	-13.498315792235934
712	-13.947897321154658	-16.75543981785242	-15.458611753409398	-13.56717820179651
713	-14.230853302187507	-16.75264874937653	-15.508890114432207	-13.76801330673674
714	-13.974204395334688	-16.758013109892005	-15.45359648806202	-13.483015668879467
715	-14.072523796400237	-16.92539712430983	-15.483867677357162	-13.412206372535636
716	-13.918153504281927	-16.842638316579546	-15.461299657488787	-13.419860983525743
717	-14.011381656648851	-16.94712689080775	-15.475208103680155	-13.42014428755102
718	-13.906083720461766	-16.729483434380555	-15.458402131833438	-13.566203905408782
719	-14.058027829540189	-16.77299147878871	-15.48241582241892	-13.595045777450617
720	-14.022272271943399	-16.743150157913654	-15.472582204753701	-13.561705751379666
721	-13.98148915601462	-16.88234757617898	-15.462287448710567	-13.377275880772466
722	-13.958925093829054	-16.697900776882463	-15.475476375291702	-13.572314877999176
723	-13.945437455709257	-16.926626860187497	-15.457034658976198	-13.320318911139186
724	-14.030460399114025	-16.674686688013324	-15.484207404879562	-13.661436423365375
725	-13.886124642397299	-16.79947293596855	-15.432047624515196	-13.376668831963645
726	-14.148931086672567	-16.6503661977375	-15.494345474309208	-13.745381245461097
727	-14.053021530492975	-16.759678529872314	-15.461636629178177	-13.530454056323522
728	-14.040686005616177	-16.702912915671345	-15.463717234017992	-13.603019671399155
729	-14.008254835830563	-16.664027278374018	-15.446052744678248	-13.595869618469703
730	-14.000238904490006	-16.76700799629049	-15.433394179286315	-13.496069022684766
731	-14.06669330638699	-16.74438170914139	-15.437418123320867	-13.536406065457136
732	-14.077765084905382	-16.68380904263209	-15.451264847597754	-13.683401244936235
