ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
109	-14.089373157309483	-17.39300405501171	-15.803095261789302	-13.553672147712096
110	-14.018774135411427	-17.359229285320506	-15.794287020389861	-13.589437175751716
111	-13.993529128718668	-17.308267171465314	-15.767019408574667	-13.512493110416452
112	-14.009871613167949	-17.354362046490508	-15.765530882464066	-13.502715961085293
113	-14.077203835419208	-17.306263855717027	-15.788302742855697	-13.61529828613363
114	-14.020416393269842	-17.272770990262853	-15.767285157650884	-13.56322883038873
115	-13.99302544552588	-17.341428068379948	-15.742598158330482	-13.44126267464499
116	-13.912235746217693	-17.2805300167101	-15.719590401170247	-13.460462870615265
117	-14.349010196582341	-17.217004212487854	-15.813834698126628	-13.885850458867509
118	-14.121757171727243	-17.2156203467975	-15.758485882551721	-13.566853516530076
119	-14.136406393532571	-17.239783382763346	-15.79271152040319	-13.696956488455582
120	-14.042521499872622	-17.187629327314408	-15.764231799835846	-13.619175940263462
121	-14.110464292275473	-17.404479934909897	-15.763659078282915	-13.475320923334799
122	-14.05462665021853	-17.225909578051294	-15.744362262655496	-13.627575654181747
123	-14.029862361442323	-17.215999798780395	-15.713146607044123	-13.57975499330681
124	-14.14300064302738	-17.23336773750466	-15.720084927414929	-13.604717614585253
125	-14.007508376857508	-17.161945902557292	-15.68924611376457	-13.43316785211194
126	-13.925297761213024	-17.165195314208667	-15.691489978755186	-13.42667084415935
127	-14.041443728510522	-17.141229035983006	-15.726232464370696	-13.607402058563258
128	-14.228979204394816	-17.191055112289078	-15.768035890717272	-13.696494120888769
129	-14.179631374504194	-17.176727382483342	-15.771006729919316	-13.771924183966798
130	-14.131897872321224	-17.130976614786768	-15.74589702515787	-13.741545278776101
131	-14.08042581996935	-17.281771103995595	-15.708988132784134	-13.40210821238243
132	-14.154905251830018	-17.185099603685	-15.758003644552778	-13.68285642109075
133	-14.022422486723316	-17.12219965792665	-15.725617999964584	-13.623916345152214
134	-14.153395623911509	-17.13853402797811	-15.740761332816874	-13.672953684504817
135	-13.981026613474159	-17.13815538524786	-15.697280261672638	-13.553987953071609
136	-14.08533076559623	-17.09926896056957	-15.711724536975924	-13.694821023944616
137	-14.217862610779802	-17.147770246625083	-15.730100095068797	-13.798286068606785
138	-13.931662314199412	-17.101001220440427	-15.643355622045279	-13.456147542058863
139	-14.048127323866707	-17.130108942897383	-15.678351496315162	-13.617415378423521
140	-14.121422272380729	-17.02565571332343	-15.681016623943854	-13.797684422105712
141	-14.007778514124253	-17.14187888769333	-15.61978562971489	-13.503359513748059
142	-13.944848604148081	-16.96485022265383	-15.592282853832476	-13.59206225995762
143	-14.21636988967874	-17.012976562294867	-15.637388598359658	-13.750369172287257
144	-13.918863612503102	-17.031032846906832	-15.560209094467904	-13.470011154562423
145	-13.979080667173552	-17.05234127713174	-15.557717519079102	-13.437941392613878
146	-14.052453653884355	-17.075991815612706	-15.580909858737787	-13.54585629860943
147	-14.178208795919236	-16.934245864062806	-15.61199756057705	-13.760811811588054
148	-13.988577683874789	-17.00316769901035	-15.558586667307793	-13.518421279406045
149	-13.960009820389063	-16.987791134090838	-15.547478309113696	-13.536124008118422
150	-14.125890834011013	-17.18333210851865	-15.570093859449244	-13.445823097381089
151	-14.114081323324472	-17.06862230212673	-15.577060389199186	-13.531824055361218
152	-14.042025909205835	-17.12569403252753	-15.568731911381363	-13.463528057005966
153	-14.163836141658262	-16.993365397233685	-15.606263869203996	-13.757578344399915
154	-14.010271974488319	-16.954097049071372	-15.550357481868028	-13.543328587175639
155	-14.112967922976297	-16.998234735746188	-15.567909960440874	-13.448724792874534
156	-13.974289760548196	-17.00923486260211	-15.567284494209627	-13.443189417600097
157	-14.172641422359503	-16.90820520896216	-15.621144617449207	-13.753889727303267
158	-13.982793102542743	-16.99351106270183	-15.572029073310656	-13.532650171036083
159	-14.030996605512899	-17.0406696455911	-15.564297146983213	-13.467107293771292
160	-14.037080413461855	-17.06909945495742	-15.561194354405657	-13.342147734529522
161	-14.007524233834081	-17.089267604524764	-15.580166148307196	-13.302211118692798
162	-14.147292065824557	-17.046740964804012	-15.653989921159624	-13.628377011101588
163	-13.940164584481057	-17.19793340944683	-15.598427498257276	-13.247062784878324
164	-14.045767893230602	-17.057377627883813	-15.639380664767822	-13.545463701739601
165	-13.992028030759819	-17.062175161631735	-15.624896560020025	-13.532650564726525
166	-14.025633382325507	-17.035763125202365	-15.616836368030372	-13.54899528008841
167	-14.039933203852597	-17.018252758020406	-15.609696226258146	-13.56978161115586
168	-13.906509037382504	-16.974229022860296	-15.557337931856116	-13.45884429979912
169	-14.182563406034532	-16.968457455184833	-15.626033866127479	-13.745080116006987
170	-13.98658661627368	-17.00841003735679	-15.581848161246459	-13.548700887115286
171	-13.972001434782399	-16.951413086270634	-15.571478201578012	-13.579802629851722
172	-14.180063537264555	-16.964712496609906	-15.608531981881262	-13.716729700882272
173	-14.033475477458596	-16.975431222277628	-15.57619813018875	-13.512157861123027
174	-14.069144029464953	-17.02470182322423	-15.593395658906328	-13.478492668608228
175	-14.06433905934193	-17.010439817852465	-15.602064896590297	-13.529710615643811
176	-14.134761839146382	-16.975816317157047	-15.633449494982345	-13.671878297157035
177	-14.135581765132516	-17.08797761213619	-15.631350854745268	-13.564376306833102
178	-14.08309383830651	-16.999372151212047	-15.619902160266708	-13.619772490660344
179	-14.169930622992768	-16.912407001565953	-15.63884668272023	-13.786190826137084
180	-13.919762823372347	-17.056606278925234	-15.56354846001386	-13.3775599284353
181	-14.016857147230906	-16.963211529880933	-15.588975568226267	-13.60066616799155
182	-13.987070943019464	-16.9152315337304	-15.577868382719284	-13.630466720033168
183	-14.0515819138599	-16.961748816741455	-15.573718384469004	-13.570373021704953
184	-13.940050676709577	-16.996056052771923	-15.544476596195796	-13.47503591331761
185	-13.980992646736565	-16.93938192785817	-15.539182835314584	-13.50525333980679
186	-14.070263138324943	-16.950262044740594	-15.555747666290083	-13.558669894927872
187	-14.12448949283871	-16.829259205795097	-15.574276239468428	-13.690034557272707
188	-14.135788583851154	-16.852121532243267	-15.58269153696722	-13.726482878839002
189	-13.994277118710208	-16.8059721092184	-15.541911839583998	-13.65765043349633
190	-13.937824772752622	-16.957187650367825	-15.497547037260121	-13.384048887605156
191	-13.99605850240103	-16.895288028310624	-15.515456360506256	-13.523378585863336
192	-13.976774297262123	-17.01215543336565	-15.508682389132025	-13.44957330516217
193	-13.953860791054764	-16.845019093986924	-15.489125762228257	-13.447483858690884
194	-14.03841769244855	-16.91825584192884	-15.521808293526528	-13.453807686586877
195	-14.082581012746527	-16.895573541376763	-15.564426082429666	-13.628974545724478
196	-14.062842663796424	-17.013078659352765	-15.566666093627939	-13.523591266195487
197	-14.213883821946418	-16.95922523905755	-15.617193919887983	-13.738845699587479
198	-13.929985739656297	-16.953961510196482	-15.551815908155977	-13.45800965416432
199	-14.166115434415264	-16.918837541446806	-15.613310241200892	-13.67479068790787
200	-13.97216875322538	-16.952665546836013	-15.577136477169935	-13.520238817003284
201	-13.881582416908941	-17.016087285548004	-15.547704776995776	-13.365867912477826
202	-14.145001224814205	-16.94924518604068	-15.617513054118849	-13.703436983280849
203	-13.975579621706682	-17.053953789489366	-15.561967010926722	-13.434297459383766
204	-14.125654750968383	-16.916585325844416	-15.596610118500477	-13.739263492646336
205	-13.928234779489147	-16.970508757425378	-15.529352907403648	-13.43674477047805
206	-13.952207553607106	-16.910355808684002	-15.530307245872292	-13.53578993989627
207	-13.885877885969142	-16.887073720724718	-15.499985158963007	-13.470842760032122
208	-13.957362951977991	-16.877218445710046	-15.505227694154645	-13.444451195506169
209	-14.006802118054322	-16.95091786742267	-15.518978434511356	-13.480765881035072
210	-13.880469125919161	-16.858635731345643	-15.473658753488168	-13.395832786540492
211	-14.064620679246657	-16.899337375222057	-15.517499897202693	-13.537507917551904
212	-14.041416192050335	-16.920527851412448	-15.514166593396144	-13.434090531306548
213	-14.053518564691604	-16.906724604778443	-15.53413643998796	-13.450192383401436
214	-14.014573633237518	-16.890238423313477	-15.55243683674036	-13.559479147528398
215	-13.951394385973547	-16.950705230833783	-15.537257083147153	-13.467349216555476
216	-13.982365729682828	-16.97759151115889	-15.546969420093577	-13.531334479409507
217	-13.981325227683822	-16.943618780784433	-15.527234170362604	-13.52858767923815
218	-13.950877514150376	-16.909382212190447	-15.510752168577966	-13.386636789935075
219	-14.12680128692994	-16.940048577027675	-15.570552042596887	-13.522085859513291
220	-13.972845616474993	-16.995062553038704	-15.574505180309908	-13.452213787039211
221	-13.987865082280894	-17.016159265286078	-15.596599593842333	-13.509611799339952
222	-14.012056070269049	-17.02626993604716	-15.607292246266132	-13.558855607464066
223	-14.128294292362801	-17.011916244542928	-15.63365887159543	-13.700778435386335
224	-13.912118929511363	-16.997170153014295	-15.574570606195516	-13.545999208244355
225	-14.141081248960685	-17.02183354767593	-15.610250064521189	-13.70421006010308
226	-14.060944244682398	-17.000327594201334	-15.576359594673386	-13.584826929301439
227	-14.11677563143522	-17.05641122717678	-15.592424868550852	-13.62888806505463
228	-14.0942072167829	-17.068349977690783	-15.587749207150907	-13.534013564822777
229	-14.022148565653966	-17.111919634655074	-15.574915451693988	-13.466774034801745
230	-13.98853656509393	-17.01956993692198	-15.562724778658021	-13.468060046542455
231	-14.13130114695113	-16.995972612267337	-15.606732956483796	-13.642398821552804
232	-13.929725291548964	-17.169642879014674	-15.551133755237931	-13.284533608041295
233	-14.046181443181057	-16.926049360034245	-15.584263168945304	-13.670030773469975
234	-13.978481010996603	-16.921718721293413	-15.556361918540818	-13.645380042518159
235	-14.041505909730715	-16.894164173293785	-15.537532062806466	-13.540697028948946
236	-14.09480816338998	-16.909632577447624	-15.565603858822154	-13.635644055711102
237	-13.970143434554968	-16.956823836644688	-15.534108154422464	-13.382355931164861
238	-14.164212247272037	-16.991894394722774	-15.608069398878225	-13.628420317051392
239	-13.900520677497001	-17.033950180660145	-15.549708954488937	-13.390323526066192
240	-13.96702461877589	-16.971069810066286	-15.55976945596325	-13.502624384311332
241	-14.112283754581815	-17.075619953107076	-15.577288117984292	-13.53648187274131
242	-14.009705125849209	-16.994175284113275	-15.545663477773543	-13.454505415430383
243	-13.993737150380445	-17.001930789218157	-15.54738070632397	-13.481938794256825
244	-13.935523564560373	-16.922060488351104	-15.527596869723046	-13.467927482217867
245	-14.004715318057654	-17.01450563414778	-15.538881187501238	-13.438583020567691
246	-14.015146627822046	-17.029001469777587	-15.545969031870873	-13.517711564875405
247	-13.954126444624611	-16.985498674575364	-15.517631160161692	-13.43774201027043
248	-14.224733799637475	-17.078407959546002	-15.58525239932425	-13.634270710304612
249	-13.917115080093517	-16.996389727303676	-15.514534849259872	-13.451816137808482
250	-14.079230925697072	-16.938049832462703	-15.549613375195543	-13.51625022965215
251	-13.904272219451187	-16.97195686027475	-15.53472395737607	-13.393935942188229
252	-14.041301628128195	-16.923654256668584	-15.570965346491047	-13.571892557500137
253	-14.016773269292635	-16.99225718047637	-15.564924807310057	-13.471282796601523
254	-14.0857980105504	-17.027220851596265	-15.580809927341924	-13.42270605320883
255	-14.004763413908018	-16.897759770084903	-15.60075586489378	-13.662280408212569
256	-14.12300269896636	-16.919092805963217	-15.611772608767758	-13.705094245119923
257	-14.066617105412242	-16.977521674846795	-15.591331009465835	-13.60465385860328
258	-13.972132533703709	-16.930515318933075	-15.570462904516729	-13.580416043322858
259	-14.083122162147546	-16.965559893441167	-15.587090641758884	-13.572657257464215
260	-14.059214215724442	-16.942956790285557	-15.593481388283406	-13.669597057819576
261	-14.179688109672973	-17.00133034566036	-15.604808383200533	-13.657678669850663
262	-14.120211149313098	-17.097695095491886	-15.591937189968565	-13.455120075588002
263	-14.146515773863802	-17.1016182646124	-15.633723066104722	-13.579398440985239
264	-14.150500336823592	-17.0590399639554	-15.656744244463958	-13.713146067906743
265	-14.017080347846976	-17.16535088755341	-15.615602147362488	-13.469545987418929
266	-14.068846968145856	-17.120937661303685	-15.623570905837832	-13.553347221857207
267	-13.958254135936416	-17.09113903397113	-15.589874112008967	-13.479128719280705
268	-14.126954869950536	-17.066821824449118	-15.617966608487713	-13.558401266807913
269	-14.012478871945243	-17.020673954314418	-15.607312918295591	-13.575135626361115
270	-14.002509689159035	-17.049295534675338	-15.600589850003699	-13.494536888795107
271	-13.999749612870426	-16.969792022081563	-15.596094682553954	-13.541222277629984
272	-14.179527177763964	-16.97238981041605	-15.637976257184471	-13.721846933150896
273	-14.001385812270343	-16.898481470302535	-15.598294715580307	-13.642976781011349
274	-14.186970814413895	-16.962628868008593	-15.626116374897986	-13.717343857990919
275	-14.088349693358191	-16.880591388677278	-15.601538430749347	-13.749504343717328
276	-14.0489646159765	-16.875679706569375	-15.581132029561463	-13.741544382036704
277	-14.107871687531967	-16.929879246389028	-15.56138265071738	-13.598805302572577
278	-14.096487624996065	-17.006073440767054	-15.562793287358623	-13.603214548174009
279	-14.069787210309054	-17.016595518052966	-15.531780368843807	-13.378696031599647
280	-13.970829133968065	-17.040327069280877	-15.538794943045588	-13.344751537579414
281	-14.135790224227934	-16.96867039797734	-15.58868796422611	-13.57925575006724
282	-14.052295587166846	-16.978965425229497	-15.575361403462226	-13.545322804300255
283	-13.930307275399155	-16.939237815280553	-15.536283241690603	-13.35879782245391
284	-14.091857344076315	-16.857924310823122	-15.599900785630869	-13.729029246825922
285	-14.074437372596966	-16.849717833302844	-15.593467516162846	-13.741212216651782
286	-14.024826076305182	-16.891255894421032	-15.565372241979198	-13.632789931147224
287	-14.074414735395731	-16.944344286676728	-15.56062341320845	-13.622372619265839
288	-13.98918206433715	-16.895737513451227	-15.526993781877616	-13.551793609965943
289	-13.950749236677407	-16.856773750470314	-15.50780061218823	-13.458149239301965
290	-14.06649291794569	-16.874319112359345	-15.544062526792453	-13.590359198795756
291	-14.127916327655042	-16.98447385457967	-15.56214764485576	-13.502952612791884
292	-14.131693743820936	-16.894613417845644	-15.583394101642018	-13.656046647944017
293	-14.076380628679381	-16.924638832751683	-15.577794643403543	-13.637321592608679
294	-14.041123308223979	-16.911311120443052	-15.562122040759776	-13.631889779795298
295	-13.988731726200914	-16.88204209425825	-15.530874309947675	-13.54238198034999
296	-14.204564140923356	-16.833742137126713	-15.587725586817177	-13.759580260360151
297	-14.11405560221469	-16.853760159400778	-15.571908336832454	-13.680236083041926
298	-14.111812878926568	-16.9742214552548	-15.55996442459916	-13.504309204482341
299	-14.072260045667711	-17.070356552321392	-15.553505150783176	-13.427006027837708
300	-14.124684828919337	-16.90619366945744	-15.575005263422293	-13.599146413479588
301	-14.140773579870503	-16.951523888261868	-15.589857412972158	-13.627653320559865
302	-13.999805473171618	-17.053097906441632	-15.550429953719084	-13.388267280823264
303	-14.036419385317396	-16.888143137100474	-15.559949760723383	-13.546319803504275
304	-13.937322817423363	-16.915285994243277	-15.547001242311696	-13.496247211358751
305	-13.934388336263602	-16.932911406524727	-15.522850000655698	-13.405409875505864
306	-14.110115088842337	-16.90076290648532	-15.556341652231074	-13.580148727504545
307	-14.194748081852211	-17.00674763567005	-15.572309272284707	-13.598227321242167
308	-14.158361744660759	-16.85724854115815	-15.562785006735991	-13.706522641575015
309	-14.03705023052709	-16.82980440145923	-15.530550927140602	-13.61568178437968
310	-14.049019710768247	-16.978150442245624	-15.524847968775594	-13.498926318643857
311	-14.30467168403227	-16.908289414976036	-15.574332162103836	-13.734595636159524
312	-14.060062924857078	-16.940068020961842	-15.532708381450526	-13.599021110556551
313	-13.998413165008403	-16.897843298076264	-15.48490416043283	-13.423074416244104
314	-14.07108439848419	-16.83799165376244	-15.5151376002814	-13.63892319099192
315	-14.049480700418554	-16.948897076192335	-15.497153771116583	-13.36143502357724
316	-14.114745938426445	-16.96068981129114	-15.559763807598651	-13.56638622783258
317	-14.045917451859935	-16.901789104397977	-15.557133680874182	-13.579659895190481
318	-14.023428343962516	-16.971488390506018	-15.545692876608319	-13.481873201052933
319	-14.057441624453729	-16.961264686841133	-15.562348939878687	-13.531440535243563
320	-14.022040541367524	-16.91652708152889	-15.56606864977262	-13.6365220947827
321	-14.037335852951715	-16.875589726428917	-15.555153817047199	-13.704390435946046
322	-14.07860581087075	-16.977595119988113	-15.542422409078887	-13.491683507869034
323	-14.066789344986141	-17.011338328827748	-15.558002155454748	-13.509350301391434
324	-14.069465893283127	-16.86309764398133	-15.566409407451774	-13.707866700786035
325	-14.006166482943947	-16.83114983858694	-15.539641028668985	-13.71444294987839
326	-14.103702221288746	-16.843531403375266	-15.532006688363005	-13.709924870737913
327	-13.940327769174267	-16.787801873091645	-15.487538745701816	-13.570598518848447
328	-14.12334879661901	-16.820738891367586	-15.524527473031837	-13.747414481684137
329	-13.986818915513528	-17.02870821413271	-15.450067426051527	-13.27646643132677
330	-14.023762105981051	-16.82989976203594	-15.472781508358992	-13.60478736341088
331	-14.101488215532074	-17.007212780941913	-15.47166019045838	-13.437993731572545
332	-13.98753105780205	-16.86987364723586	-15.450442012676493	-13.40310026858398
333	-13.937625893457996	-16.890492550501705	-15.45500484348581	-13.443877763487782
334	-14.1250184378358	-16.8018857991478	-15.486456809969647	-13.657088943421947
335	-14.008783955801137	-16.899814309335678	-15.448855776969621	-13.452145831692437
336	-14.03043185655609	-16.791415317183155	-15.455639412351225	-13.583872929843869
337	-14.058336242267776	-16.86818659615233	-15.456899830931663	-13.397287975818152
338	-14.008946484343678	-16.83546602013928	-15.481171451098769	-13.442128334338873
339	-13.986671872128804	-16.86397778273536	-15.503204539687934	-13.565606261427313
340	-13.980643880737569	-16.83720495087618	-15.48717168621954	-13.53086837178328
341	-14.05614653596073	-16.843034150459715	-15.495523541595302	-13.477095592416076
342	-13.916937372596836	-16.819181408186985	-15.483405226677824	-13.493819606658986
343	-14.011854347654593	-16.93801691556658	-15.494797400330297	-13.374971763645249
344	-14.115428728904352	-16.95145728895993	-15.537696300621556	-13.537283142174376
345	-13.910451628565424	-16.870418033647216	-15.494590263378463	-13.451041333122946
346	-14.126590771895366	-16.82531554289902	-15.547479624331434	-13.686502519618427
347	-13.977209522059129	-16.980481220965242	-15.500206115543437	-13.367241870291643
348	-14.047094608189944	-16.783078921812994	-15.521985729814146	-13.633640302528844
349	-13.996938028747657	-16.963364762954537	-15.500808411633587	-13.4205049298789
350	-14.01212680332039	-16.826158762237142	-15.500082198191993	-13.560486863861316
351	-13.96046035537074	-16.86724276703144	-15.478463959825646	-13.443596427914756
352	-14.082168556380287	-16.760970118894395	-15.515278260412662	-13.738836644707062
353	-14.029703616702427	-16.784867676263733	-15.483363760137347	-13.580868765473708
354	-14.109077320804603	-16.740518184124443	-15.49766737640287	-13.62557721582053
355	-14.008354548874088	-16.81010183459721	-15.479429258199534	-13.46411076262164
356	-14.049655214648103	-16.743988806067744	-15.506731374066822	-13.663693253894808
357	-14.216395895120485	-16.73398808430192	-15.537058793294472	-13.805118828901675
358	-13.956705226458842	-16.757708765299004	-15.475621173547047	-13.571385440451637
359	-14.053991343183851	-16.715770430347156	-15.498002743803495	-13.74572491535609
360	-14.027977896467567	-16.914933160109335	-15.466424278015193	-13.472862916983225
361	-13.959510445919486	-16.70308244315508	-15.434515673254122	-13.516295679028007
362	-14.102450635590857	-16.73535611488744	-15.469997645512004	-13.604685331967948
363	-13.964147200860467	-16.79012670271101	-15.454349553379766	-13.40950228777854
364	-13.996131816312289	-16.740904700663812	-15.488428135088041	-13.598252189355945
365	-14.035952096619738	-16.78196208760912	-15.488203338931989	-13.527792096444967
