count-ll	count-ll-pred-err	p2p-ll	total-ll	link-lambda-avg	link-lambda-stddev	link-lambda-min	link-lambda-max	plan-lambda-avg	plan-lambda-stddev	plan-lambda-min	plan-lambda-max	replan-count
-310893.6576886086	387774.18578152865	--	-310893.6576886086	--	--	--	--	--	--	--	--	0
-286670.54117309244	50888.81091150538	--	-286670.54117309244	--	--	--	--	--	--	--	--	22277
-285260.7881432832	47310.38629283355	--	-285260.7881432832	--	--	--	--	--	--	--	--	22194
-281139.3993956018	52343.06694979146	--	-281139.3993956018	--	--	--	--	--	--	--	--	22222
-280145.66501826135	52423.40059877517	--	-280145.66501826135	--	--	--	--	--	--	--	--	22143
-275535.58748142334	49626.71098260826	--	-275535.58748142334	0.05040232600883157	0.5734345613425378	-8.508377872642322	34.752541484541375	1.8988267718219123	3.7739084174364756	-10.094677285490238	15.0	22085
-273820.4870931632	42511.51989193464	--	-273820.4870931632	0.050873513607109795	0.5799893660079396	-9.917527400349837	12.846330727402306	1.9175988255293452	3.9150469516932436	-10.26635209983965	15.0	21971
-276134.10547633853	40935.12170198726	--	-276134.10547633853	0.05069409384935378	0.5771277274366052	-11.276115419757721	28.086100741187455	1.880079827883783	3.958012290070614	-11.725376161473864	15.0	22031
-275635.4130888495	43434.93838092252	--	-275635.4130888495	0.05070240042685745	0.5825479970556107	-10.788457362946488	16.078375234399605	1.8753253264224152	4.0010337712261475	-11.838053826417763	15.0	21944
-276769.98489795503	47080.06406028834	--	-276769.98489795503	0.05364913400325384	0.6185869727587913	-12.64982416341708	22.357474621847665	1.9623170979947229	4.252666144447647	-14.376400670499153	15.0	22022
-278981.9758021993	50055.49238439404	--	-278981.9758021993	0.05287843561995158	0.6402072225098336	-13.318847849767605	36.93705337730076	1.9078800099749278	4.384820864617912	-15.0	15.0	21921
-282915.27752497554	48499.72913054824	--	-282915.27752497554	0.05203526804606	0.6417252220439936	-14.49945642708451	12.372832573815923	1.8709789055393085	4.42248992265864	-15.0	15.0	22029
-286035.03423041484	45438.47168549714	--	-286035.03423041484	0.051980365970237793	0.6680420602459848	-15.472868931276196	13.73187815357529	1.8682808615926978	4.542892456793696	-15.0	15.0	22106
-285859.43232007907	42069.07387980976	--	-285859.43232007907	0.05131304621730651	0.6824575971589186	-16.435802193025733	12.967939022749468	1.8548204779038446	4.5823485169582625	-15.0	15.0	22059
-289842.15728555154	44487.10644916773	--	-289842.15728555154	0.049130277384783164	0.7032981992581815	-17.32652549914516	12.717159928772961	1.7718952007492892	4.657171892023033	-15.0	15.0	22073
-288021.0463517083	43208.0681968051	--	-288021.0463517083	0.04693835347775232	0.7194404746794527	-18.412584619161322	18.652593293662516	1.7065702298796377	4.746580123108376	-15.0	15.0	22031
-286668.67168572947	39129.287080226684	--	-286668.67168572947	0.04290176817884186	0.713402145239336	-19.106303156415596	13.843715469675582	1.5585769736072723	4.713383187032463	-15.0	15.0	22106
-286705.48901433445	37675.71831334208	--	-286705.48901433445	0.040261994237304	0.7277166907445367	-19.927390385245182	9.839686910887002	1.4743485371892275	4.758511582276575	-15.0	15.0	22067
-289491.6756624781	38272.51841241923	--	-289491.6756624781	0.03618657823131018	0.7381081687089661	-20.613571920077288	10.046859181696254	1.3308472785885614	4.792231088971576	-15.0	15.0	22079
-286116.0431047441	34234.9391023321	--	-286116.0431047441	0.03252825107604112	0.7446419240807443	-21.450429603951548	9.783840803129372	1.2071080084726518	4.833759057121737	-15.0	15.0	22204
-285723.8703161343	33114.84323062061	--	-285723.8703161343	0.02963008032553395	0.7553588881590527	-22.046752990385265	9.912110344269252	1.107192003359756	4.872237779661138	-15.0	15.0	22157
-286235.7044284564	31220.146501504398	--	-286235.7044284564	0.026018557866706322	0.7667529562444089	-22.741739363838125	10.464934163863106	0.9976346226798055	4.9266529498664235	-15.0	15.0	22165
-289997.5331617661	32837.556441370885	--	-289997.5331617661	0.022470696389113632	0.7701955233401329	-23.33624889996915	8.861404829451265	0.8656496705805177	4.9338995250960105	-15.0	15.0	22144
-288165.20425351366	29998.49379282681	--	-288165.20425351366	0.019081581592728526	0.7817788193713961	-23.71672275512078	9.065904571020779	0.7570431213438593	4.999809212358814	-15.0	15.0	22178
-288132.87825908605	26786.08565519029	--	-288132.87825908605	0.01666472010533059	0.7921458312803495	-24.278157996635272	9.057234734621018	0.6732499382734055	5.065875764115665	-15.0	15.0	22132
-286615.88094942714	29248.780115194575	--	-286615.88094942714	0.013476034983893763	0.7969605955468178	-24.658441840927047	10.031076868334676	0.5562997286397546	5.171744103453113	-15.0	15.0	22185
-289433.40214992996	28578.645596003666	--	-289433.40214992996	0.010906553605023914	0.809910992687998	-24.89916653252951	9.756252426492287	0.4689493411066264	5.1880175384051475	-15.0	15.0	22102
-289552.0407481098	26352.530968201016	--	-289552.0407481098	0.008354898442435987	0.8126396197088368	-25.210981818912042	9.92052975290985	0.36818653353983716	5.262805646247424	-15.0	15.0	22191
-284012.47990934283	27017.991411753505	--	-284012.47990934283	0.005511732762870355	0.8390004607634757	-25.635674284816403	10.316987423892268	0.2822503060044562	5.384024802579596	-15.0	15.0	22157
-282131.421727398	30344.388879471306	--	-282131.421727398	0.0052305164492880765	0.8311311665557151	-25.853794731451696	9.491023572502536	0.25870573757400994	5.363094710430135	-15.0	15.0	22188
-285273.11221366853	27582.671650894263	--	-285273.11221366853	0.0016031351893882365	0.8532699050970624	-26.249734266368776	9.425625822752227	0.14723370340162512	5.489458485566935	-15.0	15.0	22180
-285439.7529655806	27077.943099178287	--	-285439.7529655806	2.0071615294973134E-4	0.8603529559858515	-26.496188849112944	9.513083384724922	0.10908044826125317	5.519838480972681	-15.0	15.0	22150
-285227.1307767264	26078.608380613692	--	-285227.1307767264	-0.0019851188034391673	0.8724640344916934	-26.920562804803577	9.580897844961285	0.038174099430741064	5.5636781092033925	-15.0	15.0	22131
-285812.35180351976	25044.072304294503	--	-285812.35180351976	-0.004034283758591114	0.8756536669143878	-26.86970681368457	9.617149571600404	-0.039386192444309395	5.6563592107061975	-15.0	15.0	22092
-287083.8917298	25168.912591680004	--	-287083.8917298	-0.00632869741774299	0.8975460334677297	-27.261391393544617	10.389203952407332	-0.0987385826514828	5.746229639243718	-15.0	15.0	22105
-285489.92569011793	22980.63771619936	--	-285489.92569011793	-0.008846104441114729	0.9068350205703747	-27.31928068122386	10.365334861309837	-0.18454248475041016	5.802900266001719	-15.0	15.0	22110
-279374.1022184653	30836.73795910176	--	-279374.1022184653	-0.007969686689139936	0.906014202642681	-27.650607063976402	10.276851852315088	-0.16792861175010376	5.848758575907906	-15.0	15.0	22141
-284820.26965896215	26336.77771071645	--	-284820.26965896215	-0.009071574425594897	0.9171583582092803	-27.61172079310341	10.258368426093096	-0.19074438555503392	5.837403711334398	-15.0	15.0	22097
-280850.915968124	25180.788352730942	--	-280850.915968124	-0.011056976868907588	0.9168973951901761	-27.84828288917369	9.284803746243899	-0.24712362904201454	5.854547118471369	-15.0	15.0	22105
-286802.16127156606	27982.943892756954	--	-286802.16127156606	-0.013213336249437107	0.9325340799523882	-28.113682502511953	9.848392882169126	-0.32293179478760514	5.936435375389527	-15.0	15.0	22186
-282120.47438309056	25780.040754181035	--	-282120.47438309056	-0.013798612944321203	0.9292495477890256	-28.35187000841994	10.041803238194781	-0.3398003690067405	5.907168042865271	-15.0	15.0	22091
-287696.66061861865	27006.709849129635	--	-287696.66061861865	-0.016474256737154212	0.9322299718435022	-28.295965282438885	9.09703292317131	-0.4316874477166706	5.965721170484751	-15.0	15.0	22165
-281978.52077475	22251.88716991532	--	-281978.52077475	-0.019533383739055006	0.948835388968066	-28.46793080652435	9.118504067015145	-0.532725783982464	6.00725217158154	-15.0	15.0	22124
-286437.10266891634	26340.823338340837	--	-286437.10266891634	-0.018639031712888787	0.9396015548944451	-28.694202808755907	9.870877867944044	-0.5131806045091573	6.0135330179375845	-15.0	15.0	22096
-286374.5155757692	24468.48650273912	--	-286374.5155757692	-0.020525415362692753	0.9518110829639334	-28.893831292044975	9.354647851230661	-0.5620186824043402	6.040521919086699	-15.0	15.0	22141
-282578.01756445866	24820.67623682869	--	-282578.01756445866	-0.02070258110991405	0.9450381875062208	-29.051789234884087	9.546757332810902	-0.5932646586529928	6.052164979112137	-15.0	15.0	22142
-285830.0142169258	24958.54227635168	--	-285830.0142169258	-0.022987958524029354	0.9645648620684688	-29.22656990716504	10.640467114571065	-0.6465511222161866	6.120063215065764	-15.0	15.0	22094
-285129.0256270408	22976.814552712625	--	-285129.0256270408	-0.023451772946882363	0.9538821592514324	-29.322801382346128	9.267779325257179	-0.6801923900683022	6.127364412068582	-15.0	15.0	22127
-285272.2387050148	22293.290808184887	--	-285272.2387050148	-0.025468414121545897	0.9688129571720943	-29.333389285806877	9.258578480579114	-0.7332618937207936	6.15544087890894	-15.0	15.0	22141
-277024.17600626056	21884.304133416423	--	-277024.17600626056	-0.02509455910169471	0.9686943188827929	-29.443428405832698	9.022776221149243	-0.7242687899730186	6.173958940939071	-15.0	15.0	22126
-282292.8838561575	23319.2215622153	--	-282292.8838561575	-0.02544741249161188	0.9675017924142705	-29.603090562315845	9.623395459710318	-0.7353262440408	6.2051289635505595	-15.0	15.0	22120
-282699.67311955465	25527.07141384793	--	-282699.67311955465	-0.025557484172814886	0.9653785722844661	-29.061509781481092	8.899347281485793	-0.7324504243298466	6.185981250624549	-15.0	15.0	22227
-283304.44559439097	23690.088489885733	--	-283304.44559439097	-0.025647901138666284	0.9615495356169093	-28.960201624829068	9.011995202588619	-0.7532226005492428	6.22805152112404	-15.0	15.0	22061
-282750.25631653826	24269.604325458025	--	-282750.25631653826	-0.026344749779200104	0.9654254159197965	-29.09700140648563	9.128228663690622	-0.7773106431654048	6.2322838928699404	-15.0	15.0	22160
-285036.30881841324	23936.13988994017	--	-285036.30881841324	-0.02793609237958701	0.9646431692787527	-29.118115604754575	9.097115553601828	-0.825726823202427	6.23755848232727	-15.0	15.0	22140
-285357.4256490926	23171.144624885193	--	-285357.4256490926	-0.02878267268240819	0.9632509121741987	-29.23977868909539	9.190065589266087	-0.85659791866086	6.25833939515526	-15.0	15.0	22094
-284377.95704501186	20974.808338426457	--	-284377.95704501186	-0.03230990215108739	0.9876372586224327	-29.160728943770525	9.274004881139723	-0.9510614377698388	6.362790359051319	-15.0	15.0	22177
-284039.51465048915	23023.783144420588	--	-284039.51465048915	-0.030776724352265607	0.9710234843223492	-29.248386397732627	9.615004617527939	-0.9269376070791445	6.309913070377881	-15.0	15.0	22124
-282891.46672681026	23932.437878839242	--	-282891.46672681026	-0.03304294825839998	0.9863453211565772	-29.356053221881783	9.314934653433538	-0.9907338839900771	6.372172242678898	-15.0	15.0	22138
-284225.4498039715	20337.028928203155	--	-284225.4498039715	-0.031688719041770716	0.9698967384972019	-29.39071022966858	9.18755412826995	-0.9574758729711181	6.331514164353169	-15.0	15.0	22217
-282939.4464739574	20135.008442630446	--	-282939.4464739574	-0.034102376190349386	0.9872937521685284	-29.434869526418737	9.21316355163698	-1.0138317308357998	6.362951354695335	-15.0	15.0	22105
-282615.1233396101	21353.993711427625	--	-282615.1233396101	-0.03293515194880521	0.9791245537865895	-29.40331906054672	9.919681075290676	-0.979930098091444	6.345542810792034	-15.0	15.0	22138
-286727.71318033815	23357.624590687163	--	-286727.71318033815	-0.03419453548887172	0.98355972277792	-29.471958212643386	10.007071285696474	-1.0135628038851683	6.376070801288139	-15.0	15.0	22136
-280228.1404626451	20323.785215836397	--	-280228.1404626451	-0.03479597077354959	0.9851947791345597	-29.198964697296937	10.086452527265187	-1.0364465883068368	6.401945397674127	-15.0	15.0	22160
-283845.038811637	21850.933506759597	--	-283845.038811637	-0.034203993450530094	0.9827488814227581	-29.217664416318797	9.777787263619238	-1.0238791527913347	6.376763169930024	-15.0	15.0	22238
-283967.676996914	22408.698753537177	--	-283967.676996914	-0.0345051298186204	0.9907587414949846	-29.110652064633765	10.70308827359567	-1.0211436362934567	6.3968576137750865	-15.0	15.0	22131
-284578.3346445829	20141.37608019239	--	-284578.3346445829	-0.035322437188928406	0.9823183277872911	-29.16032169499556	10.37722431845173	-1.0599241085762392	6.411415520374693	-15.0	15.0	22131
-283268.5729165336	19262.084331128564	--	-283268.5729165336	-0.03560753999276042	0.9919522188017482	-28.814005766619317	9.871021449886232	-1.0621994826193863	6.3781812132262194	-15.0	15.0	22276
-286213.42550003546	20502.94408699745	--	-286213.42550003546	-0.036219900641085934	0.9788524744034384	-28.86736530088216	9.834268699176976	-1.0978674154010233	6.396683914438407	-15.0	15.0	22186
-287473.89013907046	19708.324198842336	--	-287473.89013907046	-0.03772938975046065	0.9898297314042447	-28.322765647536052	9.769948081910767	-1.132035161268812	6.427251587904707	-15.0	15.0	22228
-282623.1149535497	21453.166621971603	--	-282623.1149535497	-0.03747685163781959	0.9762881098961516	-27.61374177736832	9.607339742229447	-1.138690024459892	6.388767481052028	-15.0	15.0	22075
-286613.4073552597	21314.505767750627	--	-286613.4073552597	-0.03699738536244722	0.9795830093039903	-27.537169981291076	9.909100802140696	-1.1337907527543494	6.395985301113862	-15.0	15.0	22204
